file,#v,#c,#l
r50k6/50.948.1.cnf, 50, 948, 5688
r50k6/50.797.0.cnf, 50, 797, 4782
r50k6/50.435.2.cnf, 50, 435, 2610
r50k6/50.306.0.cnf, 50, 306, 1836
r50k6/50.1184.0.cnf, 50, 1184, 7104
r50k6/50.466.0.cnf, 50, 466, 2796
r50k6/50.367.1.cnf, 50, 367, 2202
r50k6/50.721.0.cnf, 50, 721, 4326
r50k6/50.1941.2.cnf, 50, 1941, 11646
r50k6/50.700.2.cnf, 50, 700, 4200
r50k6/50.401.1.cnf, 50, 401, 2406
r50k6/50.886.2.cnf, 50, 886, 5316
r50k6/50.1890.0.cnf, 50, 1890, 11340
r50k6/50.2043.2.cnf, 50, 2043, 12258
r50k6/50.1658.2.cnf, 50, 1658, 9948
r50k6/50.1551.2.cnf, 50, 1551, 9306
r50k6/50.1790.1.cnf, 50, 1790, 10740
r50k6/50.1961.0.cnf, 50, 1961, 11766
r50k6/50.743.1.cnf, 50, 743, 4458
r50k6/50.1525.2.cnf, 50, 1525, 9150
r50k6/50.1332.2.cnf, 50, 1332, 7992
r50k6/50.2040.0.cnf, 50, 2040, 12240
r50k6/50.374.0.cnf, 50, 374, 2244
r50k6/50.1840.0.cnf, 50, 1840, 11040
r50k6/50.335.1.cnf, 50, 335, 2010
r50k6/50.157.0.cnf, 50, 157, 942
r50k6/50.292.0.cnf, 50, 292, 1752
r50k6/50.600.1.cnf, 50, 600, 3600
r50k6/50.404.1.cnf, 50, 404, 2424
r50k6/50.1452.2.cnf, 50, 1452, 8712
r50k6/50.1383.1.cnf, 50, 1383, 8298
r50k6/50.191.0.cnf, 50, 191, 1146
r50k6/50.807.0.cnf, 50, 807, 4842
r50k6/50.480.2.cnf, 50, 480, 2880
r50k6/50.233.0.cnf, 50, 233, 1398
r50k6/50.639.0.cnf, 50, 639, 3834
r50k6/50.248.0.cnf, 50, 248, 1488
r50k6/50.14.2.cnf, 50, 14, 84
r50k6/50.284.1.cnf, 50, 284, 1704
r50k6/50.1552.0.cnf, 50, 1552, 9312
r50k6/50.921.2.cnf, 50, 921, 5526
r50k6/50.1717.1.cnf, 50, 1717, 10302
r50k6/50.1168.2.cnf, 50, 1168, 7008
r50k6/50.118.2.cnf, 50, 118, 708
r50k6/50.438.0.cnf, 50, 438, 2628
r50k6/50.1719.1.cnf, 50, 1719, 10314
r50k6/50.136.2.cnf, 50, 136, 816
r50k6/50.1264.2.cnf, 50, 1264, 7584
r50k6/50.273.0.cnf, 50, 273, 1638
r50k6/50.491.2.cnf, 50, 491, 2946
r50k6/50.956.0.cnf, 50, 956, 5736
r50k6/50.2154.1.cnf, 50, 2154, 12924
r50k6/50.925.0.cnf, 50, 925, 5550
r50k6/50.590.1.cnf, 50, 590, 3540
r50k6/50.1560.0.cnf, 50, 1560, 9360
r50k6/50.15.0.cnf, 50, 15, 90
r50k6/50.771.2.cnf, 50, 771, 4626
r50k6/50.1563.2.cnf, 50, 1563, 9378
r50k6/50.37.1.cnf, 50, 37, 222
r50k6/50.1248.1.cnf, 50, 1248, 7488
r50k6/50.842.1.cnf, 50, 842, 5052
r50k6/50.1965.0.cnf, 50, 1965, 11790
r50k6/50.1047.1.cnf, 50, 1047, 6282
r50k6/50.1046.1.cnf, 50, 1046, 6276
r50k6/50.219.0.cnf, 50, 219, 1314
r50k6/50.264.2.cnf, 50, 264, 1584
r50k6/50.1241.2.cnf, 50, 1241, 7446
r50k6/50.17.1.cnf, 50, 17, 102
r50k6/50.2137.0.cnf, 50, 2137, 12822
r50k6/50.1030.0.cnf, 50, 1030, 6180
r50k6/50.143.2.cnf, 50, 143, 858
r50k6/50.732.2.cnf, 50, 732, 4392
r50k6/50.1310.0.cnf, 50, 1310, 7860
r50k6/50.71.2.cnf, 50, 71, 426
r50k6/50.17.2.cnf, 50, 17, 102
r50k6/50.1802.1.cnf, 50, 1802, 10812
r50k6/50.265.1.cnf, 50, 265, 1590
r50k6/50.354.1.cnf, 50, 354, 2124
r50k6/50.1904.0.cnf, 50, 1904, 11424
r50k6/50.651.0.cnf, 50, 651, 3906
r50k6/50.341.2.cnf, 50, 341, 2046
r50k6/50.219.1.cnf, 50, 219, 1314
r50k6/50.1503.2.cnf, 50, 1503, 9018
r50k6/50.710.1.cnf, 50, 710, 4260
r50k6/50.382.0.cnf, 50, 382, 2292
r50k6/50.1528.1.cnf, 50, 1528, 9168
r50k6/50.802.0.cnf, 50, 802, 4812
r50k6/50.1821.0.cnf, 50, 1821, 10926
r50k6/50.197.2.cnf, 50, 197, 1182
r50k6/50.1349.0.cnf, 50, 1349, 8094
r50k6/50.699.1.cnf, 50, 699, 4194
r50k6/50.328.1.cnf, 50, 328, 1968
r50k6/50.1802.2.cnf, 50, 1802, 10812
r50k6/50.1187.2.cnf, 50, 1187, 7122
r50k6/50.1858.1.cnf, 50, 1858, 11148
r50k6/50.449.2.cnf, 50, 449, 2694
r50k6/50.218.2.cnf, 50, 218, 1308
r50k6/50.1880.2.cnf, 50, 1880, 11280
r50k6/50.1013.1.cnf, 50, 1013, 6078
r50k6/50.1133.0.cnf, 50, 1133, 6798
r50k6/50.426.0.cnf, 50, 426, 2556
r50k6/50.64.0.cnf, 50, 64, 384
r50k6/50.1213.0.cnf, 50, 1213, 7278
r50k6/50.191.1.cnf, 50, 191, 1146
r50k6/50.1012.0.cnf, 50, 1012, 6072
r50k6/50.201.1.cnf, 50, 201, 1206
r50k6/50.920.1.cnf, 50, 920, 5520
r50k6/50.984.0.cnf, 50, 984, 5904
r50k6/50.1951.1.cnf, 50, 1951, 11706
r50k6/50.845.0.cnf, 50, 845, 5070
r50k6/50.1324.1.cnf, 50, 1324, 7944
r50k6/50.964.2.cnf, 50, 964, 5784
r50k6/50.1163.0.cnf, 50, 1163, 6978
r50k6/50.184.2.cnf, 50, 184, 1104
r50k6/50.104.2.cnf, 50, 104, 624
r50k6/50.1643.1.cnf, 50, 1643, 9858
r50k6/50.457.1.cnf, 50, 457, 2742
r50k6/50.1006.2.cnf, 50, 1006, 6036
r50k6/50.1139.2.cnf, 50, 1139, 6834
r50k6/50.369.1.cnf, 50, 369, 2214
r50k6/50.441.0.cnf, 50, 441, 2646
r50k6/50.724.1.cnf, 50, 724, 4344
r50k6/50.1928.1.cnf, 50, 1928, 11568
r50k6/50.978.0.cnf, 50, 978, 5868
r50k6/50.1538.2.cnf, 50, 1538, 9228
r50k6/50.612.2.cnf, 50, 612, 3672
r50k6/50.2044.1.cnf, 50, 2044, 12264
r50k6/50.761.0.cnf, 50, 761, 4566
r50k6/50.1643.2.cnf, 50, 1643, 9858
r50k6/50.1325.0.cnf, 50, 1325, 7950
r50k6/50.1713.1.cnf, 50, 1713, 10278
r50k6/50.1439.2.cnf, 50, 1439, 8634
r50k6/50.1174.0.cnf, 50, 1174, 7044
r50k6/50.555.2.cnf, 50, 555, 3330
r50k6/50.1370.0.cnf, 50, 1370, 8220
r50k6/50.344.2.cnf, 50, 344, 2064
r50k6/50.1254.0.cnf, 50, 1254, 7524
r50k6/50.1544.2.cnf, 50, 1544, 9264
r50k6/50.347.0.cnf, 50, 347, 2082
r50k6/50.1354.2.cnf, 50, 1354, 8124
r50k6/50.1987.1.cnf, 50, 1987, 11922
r50k6/50.102.2.cnf, 50, 102, 612
r50k6/50.1707.2.cnf, 50, 1707, 10242
r50k6/50.137.1.cnf, 50, 137, 822
r50k6/50.1572.1.cnf, 50, 1572, 9432
r50k6/50.504.1.cnf, 50, 504, 3024
r50k6/50.1467.0.cnf, 50, 1467, 8802
r50k6/50.625.2.cnf, 50, 625, 3750
r50k6/50.1920.1.cnf, 50, 1920, 11520
r50k6/50.809.1.cnf, 50, 809, 4854
r50k6/50.796.0.cnf, 50, 796, 4776
r50k6/50.1698.2.cnf, 50, 1698, 10188
r50k6/50.217.1.cnf, 50, 217, 1302
r50k6/50.1877.2.cnf, 50, 1877, 11262
r50k6/50.1245.1.cnf, 50, 1245, 7470
r50k6/50.1628.0.cnf, 50, 1628, 9768
r50k6/50.295.1.cnf, 50, 295, 1770
r50k6/50.1612.2.cnf, 50, 1612, 9672
r50k6/50.1414.0.cnf, 50, 1414, 8484
r50k6/50.479.0.cnf, 50, 479, 2874
r50k6/50.322.1.cnf, 50, 322, 1932
r50k6/50.1442.0.cnf, 50, 1442, 8652
r50k6/50.390.2.cnf, 50, 390, 2340
r50k6/50.974.0.cnf, 50, 974, 5844
r50k6/50.2159.2.cnf, 50, 2159, 12954
r50k6/50.99.1.cnf, 50, 99, 594
r50k6/50.2158.1.cnf, 50, 2158, 12948
r50k6/50.1846.1.cnf, 50, 1846, 11076
r50k6/50.1086.2.cnf, 50, 1086, 6516
r50k6/50.212.1.cnf, 50, 212, 1272
r50k6/50.131.0.cnf, 50, 131, 786
r50k6/50.960.0.cnf, 50, 960, 5760
r50k6/50.1226.0.cnf, 50, 1226, 7356
r50k6/50.1522.1.cnf, 50, 1522, 9132
r50k6/50.1083.2.cnf, 50, 1083, 6498
r50k6/50.1203.1.cnf, 50, 1203, 7218
r50k6/50.691.1.cnf, 50, 691, 4146
r50k6/50.897.1.cnf, 50, 897, 5382
r50k6/50.1800.0.cnf, 50, 1800, 10800
r50k6/50.324.2.cnf, 50, 324, 1944
r50k6/50.653.0.cnf, 50, 653, 3918
r50k6/50.288.2.cnf, 50, 288, 1728
r50k6/50.1948.0.cnf, 50, 1948, 11688
r50k6/50.1678.1.cnf, 50, 1678, 10068
r50k6/50.196.2.cnf, 50, 196, 1176
r50k6/50.681.0.cnf, 50, 681, 4086
r50k6/50.440.0.cnf, 50, 440, 2640
r50k6/50.1898.0.cnf, 50, 1898, 11388
r50k6/50.197.0.cnf, 50, 197, 1182
r50k6/50.684.0.cnf, 50, 684, 4104
r50k6/50.880.1.cnf, 50, 880, 5280
r50k6/50.745.0.cnf, 50, 745, 4470
r50k6/50.289.1.cnf, 50, 289, 1734
r50k6/50.199.2.cnf, 50, 199, 1194
r50k6/50.1559.1.cnf, 50, 1559, 9354
r50k6/50.1790.0.cnf, 50, 1790, 10740
r50k6/50.814.2.cnf, 50, 814, 4884
r50k6/50.1433.0.cnf, 50, 1433, 8598
r50k6/50.305.2.cnf, 50, 305, 1830
r50k6/50.1234.1.cnf, 50, 1234, 7404
r50k6/50.1874.1.cnf, 50, 1874, 11244
r50k6/50.1485.1.cnf, 50, 1485, 8910
r50k6/50.306.2.cnf, 50, 306, 1836
r50k6/50.1999.2.cnf, 50, 1999, 11994
r50k6/50.370.0.cnf, 50, 370, 2220
r50k6/50.1868.1.cnf, 50, 1868, 11208
r50k6/50.719.0.cnf, 50, 719, 4314
r50k6/50.206.0.cnf, 50, 206, 1236
r50k6/50.753.1.cnf, 50, 753, 4518
r50k6/50.544.2.cnf, 50, 544, 3264
r50k6/50.684.1.cnf, 50, 684, 4104
r50k6/50.207.0.cnf, 50, 207, 1242
r50k6/50.1351.2.cnf, 50, 1351, 8106
r50k6/50.2063.0.cnf, 50, 2063, 12378
r50k6/50.161.0.cnf, 50, 161, 966
r50k6/50.229.2.cnf, 50, 229, 1374
r50k6/50.1425.2.cnf, 50, 1425, 8550
r50k6/50.1811.1.cnf, 50, 1811, 10866
r50k6/50.1785.1.cnf, 50, 1785, 10710
r50k6/50.1185.0.cnf, 50, 1185, 7110
r50k6/50.456.1.cnf, 50, 456, 2736
r50k6/50.1959.2.cnf, 50, 1959, 11754
r50k6/50.1586.1.cnf, 50, 1586, 9516
r50k6/50.1832.0.cnf, 50, 1832, 10992
r50k6/50.719.2.cnf, 50, 719, 4314
r50k6/50.1600.2.cnf, 50, 1600, 9600
r50k6/50.2249.0.cnf, 50, 2249, 13494
r50k6/50.1141.1.cnf, 50, 1141, 6846
r50k6/50.1019.0.cnf, 50, 1019, 6114
r50k6/50.668.1.cnf, 50, 668, 4008
r50k6/50.128.1.cnf, 50, 128, 768
r50k6/50.1962.0.cnf, 50, 1962, 11772
r50k6/50.636.1.cnf, 50, 636, 3816
r50k6/50.1853.0.cnf, 50, 1853, 11118
r50k6/50.1363.0.cnf, 50, 1363, 8178
r50k6/50.989.2.cnf, 50, 989, 5934
r50k6/50.1997.2.cnf, 50, 1997, 11982
r50k6/50.1647.0.cnf, 50, 1647, 9882
r50k6/50.1608.0.cnf, 50, 1608, 9648
r50k6/50.558.2.cnf, 50, 558, 3348
r50k6/50.974.2.cnf, 50, 974, 5844
r50k6/50.2013.0.cnf, 50, 2013, 12078
r50k6/50.581.2.cnf, 50, 581, 3486
r50k6/50.206.2.cnf, 50, 206, 1236
r50k6/50.906.2.cnf, 50, 906, 5436
r50k6/50.2038.0.cnf, 50, 2038, 12228
r50k6/50.65.1.cnf, 50, 65, 390
r50k6/50.172.2.cnf, 50, 172, 1032
r50k6/50.743.0.cnf, 50, 743, 4458
r50k6/50.1445.2.cnf, 50, 1445, 8670
r50k6/50.559.1.cnf, 50, 559, 3354
r50k6/50.1340.2.cnf, 50, 1340, 8040
r50k6/50.659.0.cnf, 50, 659, 3954
r50k6/50.256.0.cnf, 50, 256, 1536
r50k6/50.314.2.cnf, 50, 314, 1884
r50k6/50.1260.0.cnf, 50, 1260, 7560
r50k6/50.903.1.cnf, 50, 903, 5418
r50k6/50.406.0.cnf, 50, 406, 2436
r50k6/50.400.1.cnf, 50, 400, 2400
r50k6/50.737.1.cnf, 50, 737, 4422
r50k6/50.302.1.cnf, 50, 302, 1812
r50k6/50.2096.2.cnf, 50, 2096, 12576
r50k6/50.982.0.cnf, 50, 982, 5892
r50k6/50.1076.1.cnf, 50, 1076, 6456
r50k6/50.403.2.cnf, 50, 403, 2418
r50k6/50.1891.0.cnf, 50, 1891, 11346
r50k6/50.1874.2.cnf, 50, 1874, 11244
r50k6/50.1936.1.cnf, 50, 1936, 11616
r50k6/50.1743.2.cnf, 50, 1743, 10458
r50k6/50.1909.1.cnf, 50, 1909, 11454
r50k6/50.1611.1.cnf, 50, 1611, 9666
r50k6/50.739.0.cnf, 50, 739, 4434
r50k6/50.1829.1.cnf, 50, 1829, 10974
r50k6/50.1256.2.cnf, 50, 1256, 7536
r50k6/50.894.0.cnf, 50, 894, 5364
r50k6/50.702.0.cnf, 50, 702, 4212
r50k6/50.489.0.cnf, 50, 489, 2934
r50k6/50.2116.1.cnf, 50, 2116, 12696
r50k6/50.1628.1.cnf, 50, 1628, 9768
r50k6/50.5.2.cnf, 50, 5, 30
r50k6/50.2035.0.cnf, 50, 2035, 12210
r50k6/50.244.0.cnf, 50, 244, 1464
r50k6/50.1465.1.cnf, 50, 1465, 8790
r50k6/50.407.2.cnf, 50, 407, 2442
r50k6/50.799.1.cnf, 50, 799, 4794
r50k6/50.1702.2.cnf, 50, 1702, 10212
r50k6/50.693.2.cnf, 50, 693, 4158
r50k6/50.259.0.cnf, 50, 259, 1554
r50k6/50.1017.2.cnf, 50, 1017, 6102
r50k6/50.1358.1.cnf, 50, 1358, 8148
r50k6/50.1459.2.cnf, 50, 1459, 8754
r50k6/50.1057.2.cnf, 50, 1057, 6342
r50k6/50.276.2.cnf, 50, 276, 1656
r50k6/50.1636.2.cnf, 50, 1636, 9816
r50k6/50.1836.2.cnf, 50, 1836, 11016
r50k6/50.1758.0.cnf, 50, 1758, 10548
r50k6/50.1073.0.cnf, 50, 1073, 6438
r50k6/50.509.0.cnf, 50, 509, 3054
r50k6/50.995.1.cnf, 50, 995, 5970
r50k6/50.810.2.cnf, 50, 810, 4860
r50k6/50.19.2.cnf, 50, 19, 114
r50k6/50.1982.2.cnf, 50, 1982, 11892
r50k6/50.1181.2.cnf, 50, 1181, 7086
r50k6/50.929.1.cnf, 50, 929, 5574
r50k6/50.2069.0.cnf, 50, 2069, 12414
r50k6/50.1584.2.cnf, 50, 1584, 9504
r50k6/50.1200.0.cnf, 50, 1200, 7200
r50k6/50.55.2.cnf, 50, 55, 330
r50k6/50.1535.1.cnf, 50, 1535, 9210
r50k6/50.1754.2.cnf, 50, 1754, 10524
r50k6/50.672.0.cnf, 50, 672, 4032
r50k6/50.1485.2.cnf, 50, 1485, 8910
r50k6/50.960.1.cnf, 50, 960, 5760
r50k6/50.815.1.cnf, 50, 815, 4890
r50k6/50.971.2.cnf, 50, 971, 5826
r50k6/50.1655.0.cnf, 50, 1655, 9930
r50k6/50.461.2.cnf, 50, 461, 2766
r50k6/50.1648.2.cnf, 50, 1648, 9888
r50k6/50.1911.0.cnf, 50, 1911, 11466
r50k6/50.57.2.cnf, 50, 57, 342
r50k6/50.891.1.cnf, 50, 891, 5346
r50k6/50.49.2.cnf, 50, 49, 294
r50k6/50.2121.2.cnf, 50, 2121, 12726
r50k6/50.2257.0.cnf, 50, 2257, 13542
r50k6/50.1239.0.cnf, 50, 1239, 7434
r50k6/50.1922.2.cnf, 50, 1922, 11532
r50k6/50.830.2.cnf, 50, 830, 4980
r50k6/50.1194.2.cnf, 50, 1194, 7164
r50k6/50.2027.2.cnf, 50, 2027, 12162
r50k6/50.1184.2.cnf, 50, 1184, 7104
r50k6/50.970.1.cnf, 50, 970, 5820
r50k6/50.710.0.cnf, 50, 710, 4260
r50k6/50.1850.2.cnf, 50, 1850, 11100
r50k6/50.2119.2.cnf, 50, 2119, 12714
r50k6/50.1968.0.cnf, 50, 1968, 11808
r50k6/50.1037.1.cnf, 50, 1037, 6222
r50k6/50.1518.0.cnf, 50, 1518, 9108
r50k6/50.157.1.cnf, 50, 157, 942
r50k6/50.1767.0.cnf, 50, 1767, 10602
r50k6/50.44.0.cnf, 50, 44, 264
r50k6/50.1883.2.cnf, 50, 1883, 11298
r50k6/50.1434.1.cnf, 50, 1434, 8604
r50k6/50.1929.2.cnf, 50, 1929, 11574
r50k6/50.453.2.cnf, 50, 453, 2718
r50k6/50.930.2.cnf, 50, 930, 5580
r50k6/50.1463.0.cnf, 50, 1463, 8778
r50k6/50.813.1.cnf, 50, 813, 4878
r50k6/50.1328.1.cnf, 50, 1328, 7968
r50k6/50.48.2.cnf, 50, 48, 288
r50k6/50.1991.1.cnf, 50, 1991, 11946
r50k6/50.2207.1.cnf, 50, 2207, 13242
r50k6/50.407.0.cnf, 50, 407, 2442
r50k6/50.1252.0.cnf, 50, 1252, 7512
r50k6/50.850.0.cnf, 50, 850, 5100
r50k6/50.910.1.cnf, 50, 910, 5460
r50k6/50.360.0.cnf, 50, 360, 2160
r50k6/50.2399.1.cnf, 50, 2399, 14394
r50k6/50.309.0.cnf, 50, 309, 1854
r50k6/50.1227.1.cnf, 50, 1227, 7362
r50k6/50.1605.0.cnf, 50, 1605, 9630
r50k6/50.1726.2.cnf, 50, 1726, 10356
r50k6/50.1638.0.cnf, 50, 1638, 9828
r50k6/50.467.1.cnf, 50, 467, 2802
r50k6/50.1974.0.cnf, 50, 1974, 11844
r50k6/50.498.1.cnf, 50, 498, 2988
r50k6/50.336.1.cnf, 50, 336, 2016
r50k6/50.1074.0.cnf, 50, 1074, 6444
r50k6/50.901.0.cnf, 50, 901, 5406
r50k6/50.726.0.cnf, 50, 726, 4356
r50k6/50.1051.2.cnf, 50, 1051, 6306
r50k6/50.2237.1.cnf, 50, 2237, 13422
r50k6/50.1205.2.cnf, 50, 1205, 7230
r50k6/50.660.1.cnf, 50, 660, 3960
r50k6/50.1943.2.cnf, 50, 1943, 11658
r50k6/50.731.0.cnf, 50, 731, 4386
r50k6/50.318.2.cnf, 50, 318, 1908
r50k6/50.1367.0.cnf, 50, 1367, 8202
r50k6/50.774.1.cnf, 50, 774, 4644
r50k6/50.1875.1.cnf, 50, 1875, 11250
