file, #v, #c, #l
cnf/plazar/Blasted_Real/blasted_case140.cnf, 488, 1222, 3278
cnf/plazar/Blasted_Real/blasted_case_2_b14_3.cnf, 304, 941, 2544
cnf/plazar/Blasted_Real/blasted_case_3_b14_2.cnf, 270, 805, 2158
cnf/plazar/Blasted_Real/blasted_case_2_b12_even3.cnf, 4157, 13049, 33992
cnf/plazar/Blasted_Real/blasted_case28.cnf, 51, 143, 391
cnf/plazar/Blasted_Real/blasted_case50.cnf, 843, 3288, 9366
cnf/plazar/Blasted_Real/blasted_case_1_b14_1.cnf, 238, 681, 1810
cnf/plazar/Blasted_Real/blasted_case14.cnf, 247, 649, 1785
cnf/plazar/Blasted_Real/blasted_case58.cnf, 96, 299, 857
cnf/plazar/Blasted_Real/blasted_case_2_b12_2.cnf, 827, 2725, 7268
cnf/plazar/Blasted_Real/blasted_case145.cnf, 219, 558, 1520
cnf/plazar/Blasted_Real/blasted_case1_b14_even3.cnf, 1318, 4093, 10878
cnf/plazar/Blasted_Real/blasted_squaring9.cnf, 1434, 5028, 13756
cnf/plazar/Blasted_Real/blasted_case117.cnf, 309, 1367, 4031
cnf/plazar/Blasted_Real/blasted_case200.cnf, 14, 42, 120
cnf/plazar/Blasted_Real/blasted_case142.cnf, 2457, 7305, 20003
cnf/plazar/Blasted_Real/blasted_case24.cnf, 65, 190, 526
cnf/plazar/Blasted_Real/blasted_case202.cnf, 200, 544, 1426
cnf/plazar/Blasted_Real/blasted_squaring5.cnf, 885, 2809, 7513
cnf/plazar/Blasted_Real/blasted_case_0_ptb_2.cnf, 3391, 11089, 29180
cnf/plazar/Blasted_Real/blasted_case108.cnf, 205, 800, 2332
cnf/plazar/Blasted_Real/blasted_case141.cnf, 4155, 11758, 31790
cnf/plazar/Blasted_Real/blasted_case122.cnf, 314, 1258, 3634
cnf/plazar/Blasted_Real/blasted_case126.cnf, 302, 1129, 3227
cnf/plazar/Blasted_Real/blasted_squaring30.cnf, 1031, 3693, 10223
cnf/plazar/Blasted_Real/blasted_squaring27.cnf, 837, 2901, 8027
cnf/plazar/Blasted_Real/blasted_case56.cnf, 202, 722, 2052
cnf/plazar/Blasted_Real/blasted_squaring70.cnf, 882, 2663, 7075
cnf/plazar/Blasted_Real/blasted_case104.cnf, 3666, 11589, 31657
cnf/plazar/Blasted_Real/blasted_case_3_b14_3.cnf, 304, 941, 2544
cnf/plazar/Blasted_Real/blasted_case64.cnf, 93, 285, 815
cnf/plazar/Blasted_Real/blasted_case112.cnf, 137, 520, 1504
cnf/plazar/Blasted_Real/blasted_case_1_b14_3.cnf, 304, 941, 2544
cnf/plazar/Blasted_Real/blasted_squaring22.cnf, 695, 2193, 5903
cnf/plazar/Blasted_Real/blasted_case111.cnf, 306, 1358, 4004
cnf/plazar/Blasted_Real/blasted_case61.cnf, 282, 753, 2019
cnf/plazar/Blasted_Real/blasted_case45.cnf, 116, 421, 1205
cnf/plazar/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 8633, 28088, 74253
cnf/plazar/Blasted_Real/blasted_case26.cnf, 53, 148, 403
cnf/plazar/Blasted_Real/blasted_case135.cnf, 236, 708, 1956
cnf/plazar/Blasted_Real/blasted_case51.cnf, 132, 395, 1041
cnf/plazar/Blasted_Real/blasted_squaring14.cnf, 1458, 5009, 13593
cnf/plazar/Blasted_Real/blasted_case125.cnf, 393, 1555, 4481
cnf/plazar/Blasted_Real/blasted_squaring23.cnf, 710, 2268, 6128
cnf/plazar/Blasted_Real/blasted_case_3_4_b14_even.cnf, 1532, 4761, 12634
cnf/plazar/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 10329, 33008, 87059
cnf/plazar/Blasted_Real/blasted_case10.cnf, 328, 878, 2403
cnf/plazar/Blasted_Real/blasted_squaring1.cnf, 891, 2839, 7603
cnf/plazar/Blasted_Real/blasted_case5.cnf, 176, 518, 1440
cnf/plazar/Blasted_Real/blasted_case_2_b12_even1.cnf, 2681, 8492, 22143
cnf/plazar/Blasted_Real/blasted_squaring51.cnf, 496, 1947, 5675
cnf/plazar/Blasted_Real/blasted_case1.cnf, 187, 681, 1937
cnf/plazar/Blasted_Real/blasted_case2.cnf, 296, 1116, 3188
cnf/plazar/Blasted_Real/blasted_case4.cnf, 103, 316, 881
cnf/plazar/Blasted_Real/blasted_case206.cnf, 14, 42, 120
cnf/plazar/Blasted_Real/blasted_case137.cnf, 60, 146, 402
cnf/plazar/Blasted_Real/blasted_case53.cnf, 132, 395, 1041
cnf/plazar/Blasted_Real/blasted_squaring10.cnf, 1099, 3632, 9800
cnf/plazar/Blasted_Real/blasted_squaring2.cnf, 885, 2809, 7513
cnf/plazar/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 1969, 6288, 16815
cnf/plazar/Blasted_Real/blasted_case31.cnf, 53, 148, 403
cnf/plazar/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 8809, 28200, 74475
cnf/plazar/Blasted_Real/blasted_case132.cnf, 236, 708, 1956
cnf/plazar/Blasted_Real/blasted_case36.cnf, 64, 208, 600
cnf/plazar/Blasted_Real/blasted_case143.cnf, 427, 1592, 4548
cnf/plazar/Blasted_Real/blasted_case113.cnf, 309, 1367, 4031
cnf/plazar/Blasted_Real/blasted_case20.cnf, 397, 1126, 3015
cnf/plazar/Blasted_Real/blasted_case9.cnf, 279, 753, 2054
cnf/plazar/Blasted_Real/blasted_case37.cnf, 1084, 3159, 8485
cnf/plazar/Blasted_Real/blasted_case_2_ptb_1.cnf, 963, 3027, 7970
cnf/plazar/Blasted_Real/blasted_case62.cnf, 291, 1165, 3401
cnf/plazar/Blasted_Real/blasted_case12.cnf, 737, 2310, 6229
cnf/plazar/Blasted_Real/blasted_case109.cnf, 241, 915, 2647
cnf/plazar/Blasted_Real/blasted_case11.cnf, 105, 371, 1061
cnf/plazar/Blasted_Real/blasted_case_1_b12_1.cnf, 427, 1385, 3707
cnf/plazar/Blasted_Real/blasted_case205.cnf, 214, 580, 1526
cnf/plazar/Blasted_Real/blasted_case_2_b14_1.cnf, 238, 681, 1810
cnf/plazar/Blasted_Real/blasted_case54.cnf, 203, 725, 2059
cnf/plazar/Blasted_Real/blasted_case204.cnf, 214, 580, 1526
cnf/plazar/Blasted_Real/blasted_case110.cnf, 287, 1263, 3719
cnf/plazar/Blasted_Real/blasted_case136.cnf, 211, 615, 1703
cnf/plazar/Blasted_Real/blasted_case19.cnf, 397, 1126, 3015
cnf/plazar/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 3857, 12774, 34135
cnf/plazar/Blasted_Real/blasted_case38.cnf, 143, 568, 1646
cnf/plazar/Blasted_Real/blasted_case120.cnf, 284, 851, 2357
cnf/plazar/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 2447, 7612, 20507
cnf/plazar/Blasted_Real/blasted_case6.cnf, 329, 996, 2726
cnf/plazar/Blasted_Real/blasted_squaring20.cnf, 696, 2198, 5918
cnf/plazar/Blasted_Real/blasted_case21.cnf, 126, 411, 1122
cnf/plazar/Blasted_Real/blasted_case42.cnf, 903, 2735, 7517
cnf/plazar/Blasted_Real/blasted_case_1_b12_2.cnf, 827, 2725, 7268
cnf/plazar/Blasted_Real/blasted_case15.cnf, 296, 774, 2134
cnf/plazar/Blasted_Real/blasted_squaring7.cnf, 1628, 5837, 16063
cnf/plazar/Blasted_Real/blasted_squaring4.cnf, 891, 2839, 7603
cnf/plazar/Blasted_Real/blasted_case209.cnf, 1189, 3477, 8733
cnf/plazar/Blasted_Real/blasted_case208.cnf, 824, 2128, 5314
cnf/plazar/Blasted_Real/blasted_squaring16.cnf, 1627, 5835, 16057
cnf/plazar/Blasted_Real/blasted_case106.cnf, 204, 509, 1367
cnf/plazar/Blasted_Real/blasted_case_0_b12_1.cnf, 427, 1385, 3707
cnf/plazar/Blasted_Real/blasted_case55.cnf, 149, 442, 1180
cnf/plazar/Blasted_Real/blasted_case212.cnf, 1189, 3477, 8733
cnf/plazar/Blasted_Real/blasted_TR_device_1_linear.cnf, 1249, 3927, 10576
cnf/plazar/Blasted_Real/blasted_case34.cnf, 409, 1597, 4601
cnf/plazar/Blasted_Real/blasted_case118.cnf, 309, 1367, 4031
cnf/plazar/Blasted_Real/blasted_case203.cnf, 214, 580, 1526
cnf/plazar/Blasted_Real/blasted_case103.cnf, 32, 86, 242
cnf/plazar/Blasted_Real/blasted_case18.cnf, 579, 1815, 5011
cnf/plazar/Blasted_Real/blasted_case201.cnf, 200, 544, 1426
cnf/plazar/Blasted_Real/blasted_squaring50.cnf, 500, 1965, 5729
cnf/plazar/Blasted_Real/blasted_case_0_b12_even2.cnf, 2669, 8460, 22055
cnf/plazar/Blasted_Real/blasted_case_0_b11_1.cnf, 340, 1026, 2784
cnf/plazar/Blasted_Real/blasted_case40.cnf, 245, 650, 1782
cnf/plazar/Blasted_Real/blasted_case101.cnf, 72, 178, 490
cnf/plazar/Blasted_Real/blasted_case121.cnf, 291, 975, 2745
cnf/plazar/Blasted_Real/blasted_case30.cnf, 68, 195, 529
cnf/plazar/Blasted_Real/blasted_case60.cnf, 15, 35, 97
cnf/plazar/Blasted_Real/blasted_case116.cnf, 438, 1881, 5513
cnf/plazar/Blasted_Real/blasted_case207.cnf, 824, 2128, 5314
cnf/plazar/Blasted_Real/blasted_case3_b14_even3.cnf, 1304, 4057, 10778
cnf/plazar/Blasted_Real/blasted_case124.cnf, 133, 386, 1070
cnf/plazar/Blasted_Real/blasted_TR_b14_3_linear.cnf, 1942, 6228, 16873
cnf/plazar/Blasted_Real/blasted_squaring25.cnf, 846, 2947, 8165
cnf/plazar/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 8633, 28088, 74253
cnf/plazar/Blasted_Real/blasted_case213.cnf, 648, 1891, 4808
cnf/plazar/Blasted_Real/blasted_case59_1.cnf, 93, 285, 815
cnf/plazar/Blasted_Real/blasted_squaring6.cnf, 885, 2809, 7513
cnf/plazar/Blasted_Real/blasted_case128.cnf, 36, 104, 282
cnf/plazar/Blasted_Real/blasted_case57.cnf, 288, 1158, 3382
cnf/plazar/Blasted_Real/blasted_case107.cnf, 618, 1661, 4547
cnf/plazar/Blasted_Real/blasted_case_2_b12_1.cnf, 427, 1385, 3707
cnf/plazar/Blasted_Real/blasted_case_2_b14_2.cnf, 270, 805, 2158
cnf/plazar/Blasted_Real/blasted_case25.cnf, 68, 195, 529
cnf/plazar/Blasted_Real/blasted_case115.cnf, 428, 1851, 5441
cnf/plazar/Blasted_Real/blasted_squaring8.cnf, 1101, 3642, 9830
cnf/plazar/Blasted_Real/blasted_case_0_b14_1.cnf, 812, 3000, 8537
cnf/plazar/Blasted_Real/blasted_case105.cnf, 170, 407, 1121
cnf/plazar/Blasted_Real/blasted_case_1_b12_even2.cnf, 2669, 8460, 22055
cnf/plazar/Blasted_Real/blasted_case_0_b12_2.cnf, 827, 2725, 7268
cnf/plazar/Blasted_Real/blasted_case3.cnf, 294, 1110, 3174
cnf/plazar/Blasted_Real/blasted_TR_b14_1_linear.cnf, 1287, 3950, 10711
cnf/plazar/Blasted_Real/blasted_case114.cnf, 428, 1851, 5441
cnf/plazar/Blasted_Real/blasted_squaring12.cnf, 1507, 5210, 14168
cnf/plazar/Blasted_Real/blasted_squaring3.cnf, 885, 2809, 7513
cnf/plazar/Blasted_Real/blasted_case146.cnf, 219, 558, 1520
cnf/plazar/Blasted_Real/blasted_case102.cnf, 34, 92, 256
cnf/plazar/Blasted_Real/blasted_case7.cnf, 116, 365, 1023
cnf/plazar/Blasted_Real/blasted_case130.cnf, 644, 2056, 5732
cnf/plazar/Blasted_Real/blasted_case_2_b12_even2.cnf, 2669, 8460, 22055
cnf/plazar/Blasted_Real/blasted_case22.cnf, 126, 411, 1122
cnf/plazar/Blasted_Real/blasted_squaring42.cnf, 4173, 13539, 36457
cnf/plazar/Blasted_Real/blasted_case_1_b12_even3.cnf, 4157, 13049, 33992
cnf/plazar/Blasted_Real/blasted_case_1_b14_even.cnf, 1304, 4057, 10778
cnf/plazar/Blasted_Real/blasted_case133.cnf, 211, 615, 1703
cnf/plazar/Blasted_Real/blasted_case_0_ptb_1.cnf, 1507, 4621, 11914
cnf/plazar/Blasted_Real/blasted_case17.cnf, 77, 235, 654
cnf/plazar/Blasted_Real/blasted_case_0_b12_even3.cnf, 4157, 13049, 33992
cnf/plazar/Blasted_Real/blasted_case_1_b14_2.cnf, 270, 805, 2158
cnf/plazar/Blasted_Real/blasted_squaring28.cnf, 1060, 3839, 10661
cnf/plazar/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 8633, 28088, 74253
cnf/plazar/Blasted_Real/blasted_case68.cnf, 178, 553, 1541
cnf/plazar/Blasted_Real/blasted_squaring29.cnf, 1141, 4248, 11888
cnf/plazar/Blasted_Real/blasted_case43.cnf, 116, 421, 1205
cnf/plazar/Blasted_Real/blasted_case32.cnf, 52, 146, 398
cnf/plazar/Blasted_Real/blasted_case131.cnf, 432, 1830, 5398
cnf/plazar/Blasted_Real/blasted_case63.cnf, 96, 299, 857
cnf/plazar/Blasted_Real/blasted_case_1_4_b14_even.cnf, 1532, 4761, 12634
cnf/plazar/Blasted_Real/blasted_case127.cnf, 36, 104, 282
cnf/plazar/Blasted_Real/blasted_case_2_b14_even.cnf, 1304, 4057, 10778
cnf/plazar/Blasted_Real/blasted_case27.cnf, 52, 146, 398
cnf/plazar/Blasted_Real/blasted_case138.cnf, 849, 2253, 6121
cnf/plazar/Blasted_Real/blasted_TR_b12_2_linear.cnf, 2426, 8373, 22684
cnf/plazar/Blasted_Real/blasted_TR_b12_1_linear.cnf, 1914, 6619, 18000
cnf/plazar/Blasted_Real/blasted_squaring24.cnf, 695, 2193, 5903
cnf/plazar/unsorted/56.sk_6_38.cnf, 4842, 17828, 40086
cnf/plazar/unsorted/isolateRightmost.sk_7_481.cnf, 10057, 35275, 92867
cnf/plazar/unsorted/19.sk_3_48.cnf, 6993, 23867, 57608
cnf/plazar/unsorted/parity.sk_11_11.cnf, 13116, 47506, 120220
cnf/plazar/unsorted/NotificationServiceImpl2.sk_10_36.cnf, 3540, 13425, 32394
cnf/plazar/unsorted/77.sk_3_44.cnf, 14535, 27573, 55773
cnf/plazar/unsorted/29.sk_3_45.cnf, 8866, 31557, 77038
cnf/plazar/unsorted/70.sk_3_40.cnf, 4670, 15864, 37376
cnf/plazar/unsorted/54.sk_12_97.cnf, 21726, 73499, 177587
cnf/plazar/unsorted/PhaseService.sk_14_27.cnf, 1686, 5655, 13506
cnf/plazar/unsorted/GuidanceService.sk_4_27.cnf, 988, 3088, 7219
cnf/plazar/unsorted/35.sk_3_52.cnf, 4915, 10547, 20508
cnf/plazar/unsorted/81.sk_5_51.cnf, 10775, 38006, 93886
cnf/plazar/unsorted/lss.sk_6_7.cnf, 82362, 259552, 689328
cnf/plazar/unsorted/jburnim_morton.sk_13_530.cnf, 101241, 378557, 931965
cnf/plazar/unsorted/109.sk_4_36.cnf, 3565, 14012, 31901
cnf/plazar/unsorted/32.sk_4_38.cnf, 3834, 13594, 29194
cnf/plazar/unsorted/30.sk_5_76.cnf, 29621, 112297, 274633
cnf/plazar/unsorted/51.sk_4_38.cnf, 3708, 14594, 33247
cnf/plazar/unsorted/ProjectService3.sk_12_55.cnf, 3175, 11019, 26573
cnf/plazar/unsorted/IssueServiceImpl.sk_8_30.cnf, 1393, 4319, 10075
cnf/plazar/unsorted/partition.sk_22_155.cnf, 151795, 689327, 1935035
cnf/plazar/unsorted/55.sk_3_46.cnf, 3128, 12145, 26856
cnf/plazar/unsorted/reverse.sk_11_258.cnf, 75641, 380869, 932696
cnf/plazar/unsorted/17.sk_3_45.cnf, 10090, 27056, 63324
cnf/plazar/unsorted/tutorial2.sk_3_4.cnf, 16726, 77653, 216939
cnf/plazar/unsorted/84.sk_4_77.cnf, 15678, 70956, 160712
cnf/plazar/unsorted/doublyLinkedList.sk_8_37.cnf, 6890, 26918, 70803
cnf/plazar/unsorted/UserServiceImpl.sk_8_32.cnf, 1509, 5009, 11830
cnf/plazar/unsorted/ConcreteRoleAffectationService.sk_119_273.cnf, 395951, 1520924, 3826446
cnf/plazar/unsorted/111.sk_2_36.cnf, 2348, 5479, 11555
cnf/plazar/unsorted/107.sk_3_90.cnf, 8948, 40147, 90460
cnf/plazar/unsorted/79.sk_4_40.cnf, 5707, 21005, 49457
cnf/plazar/unsorted/53.sk_4_32.cnf, 2586, 10747, 25847
cnf/plazar/unsorted/7.sk_4_50.cnf, 6683, 24816, 59104
cnf/plazar/unsorted/tableBasedAddition.sk_240_1024.cnf, 1026, 961, 961
cnf/plazar/unsorted/log2.sk_72_391.cnf, 185178, 716257, 1817811
cnf/plazar/unsorted/57.sk_4_64.cnf, 6917, 23549, 53683
cnf/plazar/unsorted/36.sk_3_77.cnf, 8047, 28733, 69189
cnf/plazar/unsorted/80.sk_2_48.cnf, 4969, 17060, 40683
cnf/plazar/unsorted/10.sk_1_46.cnf, 1494, 2215, 3922
cnf/plazar/unsorted/LoginService2.sk_23_36.cnf, 11511, 41411, 100652
cnf/plazar/unsorted/Pollard.sk_1_10.cnf, 7815, 41258, 118388
cnf/plazar/unsorted/xpose.sk_6_134.cnf, 35519, 159328, 433265
cnf/plazar/unsorted/polynomial.sk_7_25.cnf, 313, 1027, 2702
cnf/plazar/unsorted/110.sk_3_88.cnf, 18570, 63471, 156087
cnf/plazar/unsorted/listReverse.sk_11_43.cnf, 53008, 204957, 530275
cnf/plazar/unsorted/63.sk_3_64.cnf, 7242, 24379, 57725
cnf/plazar/unsorted/ActivityService.sk_11_27.cnf, 1837, 5968, 14113
cnf/plazar/unsorted/71.sk_3_65.cnf, 5670, 14616, 34695
cnf/plazar/unsorted/enqueueSeqSK.sk_10_42.cnf, 16466, 58515, 145866
cnf/plazar/unsorted/LoginService.sk_20_34.cnf, 8200, 26689, 63368
cnf/plazar/unsorted/ActivityService2.sk_10_27.cnf, 1952, 6867, 16500
cnf/plazar/unsorted/tutorial1.sk_1_1.cnf, 67, 66, 66
cnf/plazar/unsorted/IterationService.sk_12_27.cnf, 1896, 6732, 16208
cnf/plazar/unsorted/logcount.sk_16_86.cnf, 19126, 68146, 168779
cnf/plazar/unsorted/diagStencilClean.sk_41_36.cnf, 378131, 2110471, 5808831
cnf/plazar/unsorted/sort.sk_8_52.cnf, 12125, 49611, 132881
cnf/plazar/unsorted/registerlesSwap.sk_3_10.cnf, 372, 1493, 3618
cnf/plazar/unsorted/GuidanceService2.sk_2_27.cnf, 715, 2181, 5092
cnf/plazar/unsorted/ProcessBean.sk_8_64.cnf, 4768, 14458, 33339
cnf/plazar/unsorted/SetTest.sk_9_21.cnf, 33744, 148948, 409410
cnf/plazar/unsorted/27.sk_3_32.cnf, 1509, 2707, 5210
cnf/plazar/unsorted/diagStencil.sk_35_36.cnf, 319730, 1774184, 4892092
cnf/plazar/unsorted/20.sk_1_51.cnf, 15475, 60994, 145935
cnf/plazar/unsorted/compress.sk_17_291.cnf, 44901, 166948, 407965
cnf/plazar/unsorted/signedAvg.sk_8_1020.cnf, 30335, 91854, 225830
cnf/plazar/unsorted/ConcreteActivityService.sk_13_28.cnf, 2481, 9011, 21800
cnf/plazar/FeatureModels/vads.cnf, 1240, 3235, 8773
cnf/plazar/FeatureModels/mac7100evb.cnf, 1234, 3770, 14829
cnf/plazar/FeatureModels/frv400.cnf, 1238, 3096, 8261
cnf/plazar/FeatureModels/lpcmt.cnf, 1249, 3824, 14990
cnf/plazar/FeatureModels/cma230.cnf, 1212, 3739, 14770
cnf/plazar/FeatureModels/brutus.cnf, 1221, 3754, 14794
cnf/plazar/FeatureModels/aim711.cnf, 1264, 3873, 15094
cnf/plazar/unsorted/karatsuba.sk_7_41.cnf, 19594, 82417, 224925
cnf/plazar/FeatureModels/ts6.cnf, 1240, 3235, 8773
cnf/plazar/FeatureModels/csb281.cnf, 1233, 3114, 8303
cnf/plazar/FeatureModels/eb40a.cnf, 1241, 3817, 14974
cnf/plazar/FeatureModels/mbx.cnf, 1295, 3218, 8507
cnf/plazar/FeatureModels/sparclite_sim.cnf, 1168, 2972, 8000
cnf/plazar/FeatureModels/axTLS.cnf, 684, 2155, 5921
cnf/plazar/FeatureModels/sparc_erc32.cnf, 1168, 2972, 8000
cnf/plazar/FeatureModels/excalibur_arm9.cnf, 1233, 50538, 341878
cnf/plazar/FeatureModels/ea2468.cnf, 1395, 4138, 15697
cnf/plazar/FeatureModels/moab.cnf, 1277, 3249, 8654
cnf/plazar/FeatureModels/dreamcast.cnf, 1252, 3168, 8452
cnf/plazar/FeatureModels/mcb2100.cnf, 1249, 3824, 14990
cnf/plazar/FeatureModels/npwr.cnf, 1258, 3822, 14944
cnf/plazar/FeatureModels/e7t.cnf, 1266, 3816, 14935
cnf/plazar/FeatureModels/atlas_mips64_5kc.cnf, 1209, 3066, 8202
cnf/plazar/FeatureModels/freebsd-icse11.cnf, 1396, 62183, 908392
cnf/plazar/FeatureModels/ixdp425.cnf, 1247, 3799, 14890
cnf/plazar/FeatureModels/malta_mips32_4kc.cnf, 1232, 3213, 8724
cnf/plazar/FeatureModels/vrc4373.cnf, 1247, 3104, 8269
cnf/plazar/FeatureModels/h8s_sim.cnf, 1183, 3003, 8060
cnf/plazar/FeatureModels/sh4_202_md.cnf, 1258, 3196, 8524
cnf/plazar/FeatureModels/gps4020.cnf, 1213, 3743, 14780
cnf/plazar/FeatureModels/phycore.cnf, 1274, 3852, 15044
cnf/plazar/FeatureModels/asb2305.cnf, 1242, 3101, 8262
cnf/plazar/FeatureModels/rattler.cnf, 1311, 3245, 8567
cnf/plazar/FeatureModels/snds.cnf, 1218, 3748, 14780
cnf/plazar/FeatureModels/sparc_leon.cnf, 1168, 2972, 8000
cnf/plazar/FeatureModels/embtoolkit.cnf, 23516, 180511, 1319518
cnf/plazar/FeatureModels/coreboot.cnf, 12268, 47091, 132409
cnf/plazar/FeatureModels/am31_sim.cnf, 1165, 2968, 7992
cnf/plazar/FeatureModels/se77x9.cnf, 1319, 49937, 335267
cnf/plazar/FeatureModels/flexanet.cnf, 1265, 3883, 15123
cnf/plazar/FeatureModels/assabet.cnf, 1266, 3883, 15120
cnf/plazar/FeatureModels/fiasco.cnf, 1638, 5228, 12748
cnf/plazar/FeatureModels/FM-3.6.1-refined.cnf, 45, 104, 239
cnf/plazar/FeatureModels/mb93093.cnf, 1230, 3083, 8235
cnf/plazar/FeatureModels/ts1000.cnf, 1297, 3218, 8508
cnf/plazar/FeatureModels/mb93091.cnf, 1250, 3131, 8343
cnf/plazar/FeatureModels/integrator_arm7.cnf, 1259, 3939, 15406
cnf/plazar/FeatureModels/ceb_v850.cnf, 1189, 3025, 8114
cnf/plazar/FeatureModels/ocelot.cnf, 1266, 3141, 8351
cnf/plazar/FeatureModels/phycore229x.cnf, 1360, 4026, 15416
cnf/plazar/FeatureModels/h8max.cnf, 1202, 3072, 8257
cnf/plazar/FeatureModels/ebsa285.cnf, 1245, 3832, 15020
cnf/plazar/FeatureModels/mace1.cnf, 1234, 3770, 14829
cnf/plazar/FeatureModels/cme555.cnf, 1266, 3167, 8447
cnf/plazar/FeatureModels/edb7xxx.cnf, 1246, 3812, 14920
cnf/plazar/FeatureModels/fads.cnf, 1187, 3008, 8075
cnf/plazar/FeatureModels/cerf.cnf, 1276, 3910, 15188
cnf/plazar/FeatureModels/stdeval1.cnf, 1190, 3049, 8207
cnf/plazar/FeatureModels/uClinux.cnf, 1850, 2468, 3702
cnf/plazar/FeatureModels/olpce2294.cnf, 1274, 3881, 15115
cnf/plazar/FeatureModels/smdk2410.cnf, 1265, 50468, 341506
cnf/plazar/FeatureModels/at91sam7xek.cnf, 1319, 3963, 15279
cnf/plazar/FeatureModels/pc_vmWare.cnf, 1255, 3174, 8459
cnf/plazar/FeatureModels/buildroot.cnf, 14910, 45603, 118435
cnf/plazar/FeatureModels/psim.cnf, 1181, 2995, 8048
cnf/plazar/FeatureModels/2.6.33.3-2var.cnf, 62482, 273799, 831071
cnf/plazar/FeatureModels/iq80310.cnf, 1258, 3821, 14942
cnf/plazar/FeatureModels/adderII.cnf, 1276, 3206, 8484
cnf/plazar/FeatureModels/prpmc1100.cnf, 1223, 3754, 14801
cnf/plazar/FeatureModels/at91sam7sek.cnf, 1296, 3921, 15190
cnf/plazar/FeatureModels/aeb.cnf, 1213, 3767, 14876
cnf/plazar/FeatureModels/vrc4375.cnf, 1258, 3129, 8326
cnf/plazar/FeatureModels/cma28x.cnf, 1204, 3051, 8163
cnf/plazar/FeatureModels/pc_i82559.cnf, 1259, 3179, 8469
cnf/plazar/FeatureModels/cq7708.cnf, 1238, 49770, 334877
cnf/plazar/FeatureModels/m5272c3.cnf, 1323, 3297, 8698
cnf/plazar/FeatureModels/hs7729pci.cnf, 1298, 49911, 335268
