file, q, comms
Benchmarks/Blasted_Real/blasted_case136.cnf, 0.562175, 52
Benchmarks/Blasted_Real/blasted_case203.cnf, 0.537679, 26
Benchmarks/Blasted_Real/blasted_case204.cnf, 0.537679, 26
Benchmarks/Blasted_Real/blasted_case205.cnf, 0.537679, 26
Benchmarks/V7/s344_7_4.cnf, 0.567809, 43
Benchmarks/V7/s349_7_4.cnf, 0.53396, 43
Benchmarks/Blasted_Real/blasted_case145.cnf, 0.568693, 52
Benchmarks/Blasted_Real/blasted_case146.cnf, 0.568693, 52
Benchmarks/V7/s298_7_4.cnf, 0.500951, 53
Benchmarks/Blasted_Real/blasted_case132.cnf, 0.526635, 50
Benchmarks/Blasted_Real/blasted_case135.cnf, 0.526635, 50
Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 0.567516, 33
Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 0.567516, 33
Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 0.567516, 33
Benchmarks/Blasted_Real/blasted_case109.cnf, 0.4938, 15
Benchmarks/Blasted_Real/blasted_case39.cnf, 0.550311, 51
Benchmarks/Blasted_Real/blasted_case40.cnf, 0.550311, 51
Benchmarks/Blasted_Real/blasted_case41.cnf, 0.550311, 51
Benchmarks/Blasted_Real/blasted_case14.cnf, 0.585457, 52
Benchmarks/V3/s382_3_2.cnf, 0.496078, 69
Benchmarks/Blasted_Real/blasted_case119.cnf, 0.55931, 51
Benchmarks/Blasted_Real/blasted_case123.cnf, 0.582865, 31
Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 0.553133, 38
Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 0.553133, 38
Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 0.553133, 38
Benchmarks/Blasted_Real/blasted_case9.cnf, 0.535015, 67
Benchmarks/V7/s382_7_4.cnf, 0.553297, 59
Benchmarks/Blasted_Real/blasted_case61.cnf, 0.555823, 62
Benchmarks/Blasted_Real/blasted_case120.cnf, 0.549501, 55
Benchmarks/V15/s344_15_7.cnf, 0.520434, 48
Benchmarks/V15/s349_15_7.cnf, 0.537341, 45
Benchmarks/Blasted_Real/blasted_case110.cnf, 0.139275, 10
Benchmarks/Blasted_Real/blasted_case57.cnf, 0.493434, 37
Benchmarks/V3/s444_3_2.cnf, 0.5285, 71
Benchmarks/Blasted_Real/blasted_case121.cnf, 0.587208, 47
Benchmarks/Blasted_Real/blasted_case62.cnf, 0.544092, 24
Benchmarks/V15/s298_15_7.cnf, 0.500058, 45
Benchmarks/V3/s420_3_2.cnf, 0.518984, 64
Benchmarks/Blasted_Real/blasted_case3.cnf, 0.43437, 17
Benchmarks/V3/s420_new1_3_2.cnf, 0.518984, 64
Benchmarks/V3/s420_new_3_2.cnf, 0.518956, 64
Benchmarks/Blasted_Real/blasted_case15.cnf, 0.567809, 66
Benchmarks/Blasted_Real/blasted_case2.cnf, 0.43437, 17
Benchmarks/V3/s510_3_2.cnf, 0.405528, 51
Benchmarks/Blasted_Real/blasted_case126.cnf, 0.574308, 40
Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 0.5398, 50
Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 0.5398, 50
Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 0.5398, 50
Benchmarks/Blasted_Real/blasted_case111.cnf, 0.136798, 9
Benchmarks/V7/s444_7_4.cnf, 0.618183, 49
Benchmarks/Blasted_Real/blasted_case113.cnf, 0.422319, 11
Benchmarks/Blasted_Real/blasted_case117.cnf, 0.451541, 14
Benchmarks/Blasted_Real/blasted_case118.cnf, 0.514851, 15
Benchmarks/V7/s420_7_4.cnf, 0.54141, 66
Benchmarks/V7/s420_new1_7_4.cnf, 0.54141, 66
Benchmarks/V7/s420_new_7_4.cnf, 0.555879, 65
Benchmarks/polynomial.sk_7_25.cnf, 0.502562, 40
Benchmarks/Blasted_Real/blasted_case122.cnf, 0.547853, 33
Benchmarks/V7/s510_7_4.cnf, 0.489164, 56
Benchmarks/Blasted_Real/blasted_case10.cnf, 0.529667, 72
Benchmarks/Blasted_Real/blasted_case6.cnf, 0.572912, 73
Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 0.57479, 64
Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 0.57479, 64
Benchmarks/V15/s510_15_7.cnf, 0.516824, 49
Benchmarks/V15/s382_15_7.cnf, 0.568583, 67
Benchmarks/V15/s420_new_15_7.cnf, 0.559916, 72
Benchmarks/V3/s526_3_2.cnf, 0.505616, 73
Benchmarks/V15/s420_15_7.cnf, 0.57156, 67
Benchmarks/V15/s420_new1_15_7.cnf, 0.57156, 67
Benchmarks/V3/s526a_3_2.cnf, 0.490188, 77
Benchmarks/registerlesSwap.sk_3_10.cnf, 0.597684, 20
Benchmarks/V15/s444_15_7.cnf, 0.611253, 64
Benchmarks/V7/s526_7_4.cnf, 0.518511, 75
Benchmarks/V7/s526a_7_4.cnf, 0.556484, 69
Benchmarks/Blasted_Real/blasted_case125.cnf, 0.593519, 40
Benchmarks/Blasted_Real/blasted_case19.cnf, 0.638216, 80
Benchmarks/Blasted_Real/blasted_case20.cnf, 0.634568, 80
Benchmarks/Blasted_Real/blasted_case35.cnf, 0.616185, 55
Benchmarks/Blasted_Real/blasted_case34.cnf, 0.640569, 24
Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 0.529227, 55
Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 0.529227, 55
Benchmarks/Blasted_Real/blasted_case143.cnf, 0.399012, 21
Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 0.529227, 55
Benchmarks/Blasted_Real/blasted_case114.cnf, 0.430457, 16
Benchmarks/Blasted_Real/blasted_case115.cnf, 0.553544, 27
Benchmarks/Blasted_Real/blasted_case131.cnf, 0.472689, 22
Benchmarks/Blasted_Real/blasted_case116.cnf, 0.471097, 23
Benchmarks/V15/s526_15_7.cnf, 0.496502, 82
Benchmarks/V15/s526a_15_7.cnf, 0.538529, 82
Benchmarks/Blasted_Real/blasted_case140.cnf, 0.541869, 125
Benchmarks/V3/s641_3_2.cnf, 0.598045, 137
Benchmarks/Blasted_Real/blasted_squaring51.cnf, 0.53549, 98
Benchmarks/Blasted_Real/blasted_squaring50.cnf, 0.523451, 103
Benchmarks/V7/s641_7_4.cnf, 0.57326, 141
Benchmarks/V3/s713_3_2.cnf, 0.614415, 132
Benchmarks/V3/s953a_3_2.cnf, 0.432108, 116
Benchmarks/V7/s713_7_4.cnf, 0.638004, 132
Benchmarks/V7/s953a_7_4.cnf, 0.438504, 115
Benchmarks/FMEasy/toybox2.cnf, 0.849422, 44
Benchmarks/FMEasy/toybox.cnf, 0.849422, 44
Benchmarks/V15/s641_15_7.cnf, 0.57525, 130
Benchmarks/Blasted_Real/blasted_case18.cnf, 0.488181, 129
Benchmarks/V15/s713_15_7.cnf, 0.623677, 134
Benchmarks/V3/s820a_3_2.cnf, 0.40726, 128
Benchmarks/V3/s838_3_2.cnf, 0.549733, 124
Benchmarks/V15/s953a_15_7.cnf, 0.481518, 113
Benchmarks/V3/s832a_3_2.cnf, 0.30015, 69
Benchmarks/V7/s820a_7_4.cnf, 0.437217, 124
Benchmarks/V7/s838_7_4.cnf, 0.544785, 136
Benchmarks/Blasted_Real/blasted_case107.cnf, 0.547651, 143
Benchmarks/V7/s832a_7_4.cnf, 0.42732, 121
Benchmarks/Blasted_Real/blasted_case130.cnf, 0.511934, 128
Benchmarks/Blasted_Real/blasted_case214.cnf, 0.682117, 50
Benchmarks/Blasted_Real/blasted_case213.cnf, 0.682117, 50
Benchmarks/V15/s820a_15_7.cnf, 0.496373, 100
Benchmarks/FMEasy/axTLS.cnf, 0.568212, 30
Benchmarks/V15/s838_15_7.cnf, 0.578601, 133
Benchmarks/V3/s1238a_3_2.cnf, 0.448801, 144
Benchmarks/V3/s1196a_3_2.cnf, 0.460986, 156
Benchmarks/V15/s832a_15_7.cnf, 0.437976, 77
Benchmarks/Blasted_Real/blasted_squaring22.cnf, 0.572726, 143
Benchmarks/Blasted_Real/blasted_squaring24.cnf, 0.572726, 143
Benchmarks/Blasted_Real/blasted_squaring20.cnf, 0.575833, 144
Benchmarks/Blasted_Real/blasted_squaring21.cnf, 0.574576, 145
Benchmarks/V7/s1238a_7_4.cnf, 0.477536, 138
Benchmarks/V7/s1196a_7_4.cnf, 0.447554, 164
Benchmarks/Blasted_Real/blasted_squaring23.cnf, 0.569118, 150
Benchmarks/GuidanceService2.sk_2_27.cnf, 0.732497, 55
Benchmarks/Blasted_Real/blasted_case12.cnf, 0.544909, 143
Benchmarks/Blasted_Real/blasted_case144.cnf, 0.552739, 139
Benchmarks/V15/s1238a_15_7.cnf, 0.464232, 165
Benchmarks/V15/s1196a_15_7.cnf, 0.523208, 140
Benchmarks/V3/s1423a_3_2.cnf, 0.559195, 175
Benchmarks/V7/s1423a_7_4.cnf, 0.56654, 181
Benchmarks/Blasted_Real/blasted_case207.cnf, 0.62641, 115
Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 0.608031, 82
Benchmarks/Blasted_Real/blasted_case208.cnf, 0.62641, 115
Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 0.575699, 105
Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 0.575699, 105
Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 0.575699, 105
Benchmarks/Blasted_Real/blasted_squaring27.cnf, 0.578676, 153
Benchmarks/Blasted_Real/blasted_case50.cnf, 0.648222, 63
Benchmarks/Blasted_Real/blasted_case139.cnf, 0.550732, 211
Benchmarks/Blasted_Real/blasted_squaring25.cnf, 0.587134, 154
Benchmarks/Blasted_Real/blasted_case138.cnf, 0.516652, 196
Benchmarks/V3/s1488_3_2.cnf, 0.405519, 175
Benchmarks/V15/s1423a_15_7.cnf, 0.59355, 179
Benchmarks/Blasted_Real/blasted_case211.cnf, 0.634534, 61
Benchmarks/Blasted_Real/blasted_case210.cnf, 0.634534, 61
Benchmarks/V7/s1488_7_4.cnf, 0.406001, 181
Benchmarks/Blasted_Real/blasted_squaring70.cnf, 0.586463, 179
Benchmarks/Blasted_Real/blasted_squaring2.cnf, 0.535695, 187
Benchmarks/Blasted_Real/blasted_squaring3.cnf, 0.527966, 188
Benchmarks/Blasted_Real/blasted_squaring5.cnf, 0.527966, 188
Benchmarks/Blasted_Real/blasted_squaring6.cnf, 0.527966, 188
Benchmarks/Blasted_Real/blasted_squaring1.cnf, 0.553999, 176
Benchmarks/Blasted_Real/blasted_squaring4.cnf, 0.536592, 182
Benchmarks/Blasted_Real/blasted_squaring26.cnf, 0.609957, 144
Benchmarks/Blasted_Real/blasted_case42.cnf, 0.579056, 154
Benchmarks/V15/s1488_15_7.cnf, 0.430876, 198
Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 0.632199, 124
Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 0.632199, 124
Benchmarks/Blasted_Real/blasted_squaring11.cnf, 0.57476, 176
Benchmarks/tableBasedAddition.sk_240_1024.cnf, 0, 0
Benchmarks/GuidanceService.sk_4_27.cnf, 0.631488, 84
Benchmarks/Blasted_Real/blasted_squaring30.cnf, 0.626574, 162
Benchmarks/Blasted_Real/blasted_squaring28.cnf, 0.620866, 164
Benchmarks/Blasted_Real/blasted_case37.cnf, 0.509055, 225
Benchmarks/Blasted_Real/blasted_squaring10.cnf, 0.549896, 206
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 0.556628, 209
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 0.619291, 151
Benchmarks/FeatureModels/am31_sim.cnf, 0.648252, 238
Benchmarks/FeatureModels/sparc_erc32.cnf, 0.657044, 238
Benchmarks/FeatureModels/sparc_leon.cnf, 0.627907, 247
Benchmarks/FeatureModels/sparclite_sim.cnf, 0.654788, 239
Benchmarks/FeatureModels/calm16_ceb.cnf, 0.636756, 244
Benchmarks/FeatureModels/calm32_ceb.cnf, 0.630389, 252
Benchmarks/FeatureModels/tx39_sim.cnf, 0.646747, 249
Benchmarks/FeatureModels/psim.cnf, 0.667957, 230
Benchmarks/FeatureModels/h8300h_sim.cnf, 0.647379, 233
Benchmarks/FeatureModels/h8s_sim.cnf, 0.641065, 244
Benchmarks/FeatureModels/fads.cnf, 0.647995, 246
Benchmarks/FeatureModels/sleb.cnf, 0.647753, 246
Benchmarks/Blasted_Real/blasted_case209.cnf, 0.633227, 182
Benchmarks/Blasted_Real/blasted_case212.cnf, 0.633227, 182
Benchmarks/FeatureModels/ceb_v850.cnf, 0.650993, 245
Benchmarks/FeatureModels/stdeval1.cnf, 0.639247, 258
Benchmarks/FeatureModels/edosk2674.cnf, 0.662218, 236
Benchmarks/FeatureModels/jmr3904.cnf, 0.645482, 257
Benchmarks/FeatureModels/h8max.cnf, 0.653974, 251
Benchmarks/FeatureModels/cma28x.cnf, 0.655875, 244
Benchmarks/FeatureModels/aki3068net.cnf, 0.652142, 253
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 0.636834, 262
Benchmarks/FeatureModels/cma230.cnf, 0.671839, 235
Benchmarks/FeatureModels/aeb.cnf, 0.651812, 243
Benchmarks/FeatureModels/gps4020.cnf, 0.643281, 250
Benchmarks/FeatureModels/mpc50.cnf, 0.669795, 232
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 0.644815, 260
Benchmarks/FeatureModels/skmb91302.cnf, 0.633521, 252
Benchmarks/FeatureModels/ref4955.cnf, 0.656977, 242
Benchmarks/FeatureModels/snds.cnf, 0.650496, 247
Benchmarks/FeatureModels/brutus.cnf, 0.655677, 246
Benchmarks/FeatureModels/sa1100mm.cnf, 0.658423, 236
Benchmarks/FeatureModels/prpmc1100.cnf, 0.669534, 239
Benchmarks/FeatureModels/pid.cnf, 0.66082, 241
Benchmarks/FeatureModels/mb93093.cnf, 0.641512, 256
Benchmarks/FeatureModels/asb.cnf, 0.668356, 238
Benchmarks/FeatureModels/linux.cnf, 0.62588, 257
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 0.65848, 249
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 0.651649, 252
Benchmarks/FeatureModels/csb281.cnf, 0.644687, 263
Benchmarks/FeatureModels/eb42.cnf, 0.635585, 259
Benchmarks/FeatureModels/mac7100evb.cnf, 0.655877, 251
Benchmarks/FeatureModels/mace1.cnf, 0.646104, 251
Benchmarks/FeatureModels/excalibur_arm9.cnf, 0.667538, 237
Benchmarks/FeatureModels/frv400.cnf, 0.648021, 255
Benchmarks/FeatureModels/cq7708.cnf, 0.652621, 249
Benchmarks/FeatureModels/eb40.cnf, 0.668456, 238
Benchmarks/FeatureModels/ts6.cnf, 0.672455, 243
Benchmarks/FeatureModels/vads.cnf, 0.662646, 249
Benchmarks/FeatureModels/eb40a.cnf, 0.649071, 244
Benchmarks/FeatureModels/grg.cnf, 0.671835, 246
Benchmarks/FeatureModels/jtst.cnf, 0.662624, 240
Benchmarks/FeatureModels/asb2305.cnf, 0.650407, 246
Benchmarks/FMEasy/ecos-icse11.cnf, 0.658723, 254
Benchmarks/FeatureModels/ebsa285.cnf, 0.649684, 265
Benchmarks/FeatureModels/edb7xxx.cnf, 0.652157, 252
Benchmarks/FeatureModels/ixdp425.cnf, 0.650763, 255
Benchmarks/FeatureModels/vrc4373.cnf, 0.671003, 238
Benchmarks/FeatureModels/pati.cnf, 0.657355, 246
Benchmarks/FeatureModels/picasso.cnf, 0.653915, 255
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 0.593589, 192
Benchmarks/FeatureModels/lpcmt.cnf, 0.663397, 248
Benchmarks/FeatureModels/mcb2100.cnf, 0.658572, 247
Benchmarks/FeatureModels/p2106.cnf, 0.669221, 241
Benchmarks/FeatureModels/uE250.cnf, 0.654054, 253
Benchmarks/FeatureModels/mb93091.cnf, 0.647156, 254
Benchmarks/FeatureModels/dreamcast.cnf, 0.659291, 250
Benchmarks/FeatureModels/stb.cnf, 0.66184, 244
Benchmarks/FeatureModels/pc_vmWare.cnf, 0.653689, 259
Benchmarks/FeatureModels/innovator.cnf, 0.662233, 248
Benchmarks/FeatureModels/iq80321.cnf, 0.672873, 251
Benchmarks/FeatureModels/sh7708.cnf, 0.651838, 246
Benchmarks/FeatureModels/pc_rltk8139.cnf, 0.639873, 263
Benchmarks/FeatureModels/ipaq.cnf, 0.652646, 250
Benchmarks/FeatureModels/iq80310.cnf, 0.654855, 255
Benchmarks/FeatureModels/npwr.cnf, 0.655641, 251
Benchmarks/FeatureModels/sh4_202_md.cnf, 0.658308, 256
Benchmarks/FeatureModels/vrc4375.cnf, 0.652865, 261
Benchmarks/FeatureModels/integrator_arm7.cnf, 0.653631, 255
Benchmarks/FeatureModels/pc_i82544.cnf, 0.627544, 274
Benchmarks/FeatureModels/pc_i82559.cnf, 0.658198, 260
Benchmarks/FeatureModels/XSEngine.cnf, 0.638545, 275
Benchmarks/FeatureModels/olpch2294.cnf, 0.660707, 248
Benchmarks/FeatureModels/refidt334.cnf, 0.664383, 254
Benchmarks/FeatureModels/aim711.cnf, 0.646929, 267
Benchmarks/FeatureModels/flexanet.cnf, 0.660124, 256
Benchmarks/FeatureModels/nano.cnf, 0.651855, 273
Benchmarks/FeatureModels/assabet.cnf, 0.661953, 240
Benchmarks/FeatureModels/cme555.cnf, 0.646952, 260
Benchmarks/FeatureModels/e7t.cnf, 0.66593, 251
Benchmarks/FeatureModels/ocelot.cnf, 0.64393, 250
Benchmarks/FeatureModels/cq7750.cnf, 0.651893, 259
Benchmarks/FeatureModels/ec555.cnf, 0.656187, 251
Benchmarks/FeatureModels/smdk2410.cnf, 0.651475, 252
Benchmarks/FeatureModels/stm3210e_eval.cnf, 0.64402, 259
Benchmarks/FeatureModels/eb55.cnf, 0.659473, 253
Benchmarks/FeatureModels/adder.cnf, 0.667526, 249
Benchmarks/FeatureModels/integrator_arm9.cnf, 0.677062, 239
Benchmarks/FeatureModels/olpcl2294.cnf, 0.672268, 244
Benchmarks/FeatureModels/olpce2294.cnf, 0.66884, 255
Benchmarks/FeatureModels/phycore.cnf, 0.656457, 259
Benchmarks/FeatureModels/adderII.cnf, 0.651491, 269
Benchmarks/FeatureModels/cerf.cnf, 0.654823, 258
Benchmarks/FeatureModels/moab.cnf, 0.649572, 272
Benchmarks/FeatureModels/pc_usb_d12.cnf, 0.66578, 255
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 0.602268, 200
Benchmarks/FeatureModels/cerfpda.cnf, 0.650818, 263
Benchmarks/FeatureModels/mbx.cnf, 0.649986, 260
Benchmarks/FeatureModels/se7751.cnf, 0.647742, 266
Benchmarks/FeatureModels/at91sam7sek.cnf, 0.673668, 245
Benchmarks/FeatureModels/ts1000.cnf, 0.648563, 274
Benchmarks/FeatureModels/aaed2000.cnf, 0.657143, 251
Benchmarks/FeatureModels/viper.cnf, 0.644714, 266
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 0.564491, 227
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 0.564491, 227
Benchmarks/FeatureModels/hs7729pci.cnf, 0.659137, 267
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 0.564491, 227
Benchmarks/FeatureModels/rattler.cnf, 0.654251, 271
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 0.664847, 191
Benchmarks/FeatureModels/at91sam7xek.cnf, 0.668459, 254
Benchmarks/FeatureModels/m5272c3.cnf, 0.65849, 274
Benchmarks/FeatureModels/sam7ex256.cnf, 0.654516, 263
Benchmarks/FeatureModels/phycore229x.cnf, 0.66296, 260
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 0.595732, 108
Benchmarks/FeatureModels/ea2468.cnf, 0.662475, 262
Benchmarks/FeatureModels/se77x9.cnf, 0.641103, 274
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 0.563862, 248
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 0.557744, 257
Benchmarks/10.sk_1_46.cnf, 0.682119, 32
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 0.595087, 265
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 0.535796, 273
Benchmarks/27.sk_3_32.cnf, 0.633235, 26
Benchmarks/UserServiceImpl.sk_8_32.cnf, 0.662077, 113
Benchmarks/Blasted_Real/blasted_case49.cnf, 0.617951, 91
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 0.627942, 232
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 0.627942, 232
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 0.587406, 255
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 0.559438, 257
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 0.564617, 252
Benchmarks/FMEasy/fiasco.cnf, 0.63062, 69
Benchmarks/PhaseService.sk_14_27.cnf, 0.555101, 144
Benchmarks/ActivityService.sk_11_27.cnf, 0.621167, 153
Benchmarks/FMEasy/uClinux.cnf, 0.9967, 303
Benchmarks/IterationService.sk_12_27.cnf, 0.566558, 127
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 0.510237, 284
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 0.551692, 322
Benchmarks/ActivityService2.sk_10_27.cnf, 0.583771, 174
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 0.58551, 281
Benchmarks/111.sk_2_36.cnf, 0.592371, 84
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 0.569663, 322
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 0.614679, 401
Benchmarks/Blasted_Real/blasted_case142.cnf, 0.45905, 603
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 0.574235, 180
Benchmarks/53.sk_4_32.cnf, 0.576029, 152
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 0.601269, 375
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 0.601269, 375
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 0.601269, 375
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 0.590413, 381
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 0.590413, 381
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 0.590413, 381
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 0.541969, 462
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 0.541969, 462
Benchmarks/55.sk_3_46.cnf, 0.636107, 110
Benchmarks/ProjectService3.sk_12_55.cnf, 0.57678, 250
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 0.555997, 569
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 0.637178, 278
Benchmarks/109.sk_4_36.cnf, 0.617928, 113
