file, #v, #vu, #vf, #c-u, #c2, #v2, #c3, #v3, #c4, #v4, #c5, #v5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-40.cnf, 200, 147, 1, 75, 67, 52, 6, 17, 1, 4, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-50.cnf, 200, 165, 1, 48, 43, 34, 4, 12, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-1-UC-60.cnf, 200, 166, 1, 46, 42, 33, 3, 9, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-10.cnf, 200, 25, 1, 412, 317, 174, 7, 20, 40, 101, 48, 125
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-20.cnf, 200, 63, 1, 274, 203, 136, 29, 66, 34, 80, 8, 31
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-30.cnf, 200, 76, 1, 236, 173, 122, 36, 78, 22, 54, 5, 21
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-40.cnf, 200, 113, 1, 135, 108, 85, 18, 42, 7, 24, 2, 9
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-50.cnf, 200, 134, 1, 97, 80, 65, 13, 33, 3, 11, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-2-UC-60.cnf, 200, 160, 3, 48, 44, 37, 4, 12, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-10.cnf, 200, 29, 2, 384, 294, 169, 15, 41, 40, 102, 35, 102
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-20.cnf, 200, 54, 2, 292, 218, 144, 27, 64, 35, 88, 12, 43
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-30.cnf, 200, 82, 2, 210, 160, 116, 35, 69, 12, 37, 3, 14
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-40.cnf, 200, 125, 2, 112, 92, 73, 16, 36, 3, 12, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-50.cnf, 200, 144, 2, 78, 68, 54, 7, 17, 3, 11, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-3-UC-60.cnf, 200, 160, 2, 49, 44, 38, 5, 13, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-10.cnf, 200, 29, 1, 394, 302, 170, 17, 44, 34, 89, 41, 113
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-20.cnf, 200, 57, 1, 295, 224, 142, 33, 75, 24, 69, 14, 49
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-30.cnf, 200, 80, 1, 228, 174, 119, 35, 70, 15, 45, 4, 16
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-40.cnf, 200, 109, 1, 157, 126, 90, 23, 49, 8, 27, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-50.cnf, 200, 153, 1, 70, 60, 46, 9, 21, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-4-UC-60.cnf, 200, 173, 1, 37, 36, 26, 1, 3, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-10.cnf, 200, 25, 2, 388, 296, 172, 19, 51, 35, 91, 38, 111
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-20.cnf, 200, 57, 2, 281, 211, 140, 29, 63, 29, 75, 12, 47
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-30.cnf, 200, 76, 2, 233, 178, 121, 27, 57, 22, 64, 6, 25
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-40.cnf, 200, 95, 2, 184, 143, 103, 25, 56, 12, 38, 4, 18
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-50.cnf, 200, 122, 2, 127, 100, 76, 17, 40, 6, 20, 4, 18
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-5-UC-60.cnf, 200, 167, 3, 39, 32, 30, 6, 17, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-10.cnf, 200, 23, 1, 394, 301, 176, 15, 41, 45, 117, 33, 99
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-20.cnf, 200, 58, 1, 278, 207, 141, 36, 80, 27, 70, 8, 31
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-30.cnf, 200, 93, 1, 188, 141, 106, 34, 67, 10, 35, 3, 14
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-40.cnf, 200, 124, 2, 120, 96, 74, 19, 41, 4, 15, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-50.cnf, 200, 146, 3, 76, 64, 51, 9, 22, 3, 10, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-6-UC-60.cnf, 200, 163, 4, 45, 39, 33, 5, 13, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7.cnf, 200, 0, 3, 500, 400, 197, 0, 0, 0, 0, 100, 197
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-10.cnf, 200, 36, 3, 365, 281, 161, 9, 26, 31, 86, 44, 116
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-20.cnf, 200, 65, 3, 268, 202, 131, 19, 45, 30, 80, 17, 61
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-30.cnf, 200, 85, 3, 205, 158, 111, 21, 50, 19, 56, 7, 28
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-40.cnf, 200, 105, 3, 167, 134, 91, 14, 36, 13, 38, 6, 25
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-50.cnf, 200, 140, 3, 88, 66, 55, 15, 34, 7, 21, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-7-UC-60.cnf, 200, 159, 3, 48, 39, 37, 8, 19, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8.cnf, 200, 0, 0, 500, 400, 200, 0, 0, 0, 0, 100, 200
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-10.cnf, 200, 33, 0, 371, 280, 167, 21, 54, 42, 106, 28, 85
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-20.cnf, 200, 60, 0, 274, 204, 140, 36, 75, 30, 73, 4, 19
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-30.cnf, 200, 71, 0, 247, 184, 129, 36, 70, 25, 63, 2, 9
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-40.cnf, 200, 99, 0, 174, 135, 101, 31, 58, 7, 23, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-50.cnf, 200, 116, 0, 137, 108, 84, 24, 47, 5, 18, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-8-UC-60.cnf, 200, 138, 0, 96, 81, 62, 13, 30, 2, 7, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-10.cnf, 200, 19, 2, 425, 328, 178, 6, 18, 31, 93, 60, 143
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-20.cnf, 200, 51, 2, 319, 235, 146, 29, 68, 34, 86, 21, 71
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-30.cnf, 200, 74, 2, 251, 181, 123, 34, 70, 26, 66, 10, 40
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-40.cnf, 200, 96, 2, 202, 145, 100, 30, 58, 21, 55, 6, 25
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-50.cnf, 200, 121, 2, 142, 106, 77, 23, 42, 12, 34, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-10-9-UC-60.cnf, 200, 141, 5, 83, 63, 50, 12, 28, 6, 20, 2, 10
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10.cnf, 200, 0, 0, 500, 400, 200, 0, 0, 0, 0, 100, 200
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-10.cnf, 200, 25, 0, 402, 307, 175, 12, 31, 37, 101, 46, 122
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-20.cnf, 200, 51, 0, 312, 231, 149, 27, 65, 33, 86, 21, 73
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-30.cnf, 200, 74, 0, 244, 178, 125, 29, 65, 26, 73, 11, 43
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-40.cnf, 200, 83, 0, 216, 154, 116, 30, 64, 25, 69, 7, 30
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-50.cnf, 200, 105, 1, 160, 116, 93, 24, 51, 17, 48, 3, 14
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-10-UC-60.cnf, 200, 130, 1, 112, 85, 69, 12, 29, 14, 36, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-10.cnf, 200, 23, 2, 414, 318, 171, 7, 21, 31, 86, 58, 136
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-20.cnf, 200, 37, 2, 362, 270, 157, 17, 43, 41, 97, 34, 97
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-30.cnf, 200, 44, 2, 339, 248, 149, 19, 46, 41, 96, 31, 90
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-40.cnf, 200, 94, 3, 191, 142, 100, 21, 47, 26, 64, 2, 10
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-50.cnf, 200, 128, 7, 100, 78, 64, 14, 32, 7, 25, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-1-UC-60.cnf, 200, 140, 7, 73, 59, 52, 8, 20, 6, 20, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-10.cnf, 200, 37, 1, 358, 270, 162, 18, 43, 40, 98, 30, 90
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-20.cnf, 200, 53, 1, 304, 224, 146, 21, 48, 42, 99, 17, 61
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-30.cnf, 200, 76, 1, 234, 171, 119, 18, 42, 34, 88, 11, 42
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-40.cnf, 200, 110, 1, 144, 106, 85, 16, 37, 20, 56, 2, 9
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-50.cnf, 200, 70, 1, 256, 184, 126, 29, 58, 24, 70, 19, 69
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-2-UC-60.cnf, 200, 80, 1, 228, 161, 116, 31, 59, 23, 67, 13, 51
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3.cnf, 200, 0, 0, 500, 400, 200, 0, 0, 0, 0, 100, 200
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-10.cnf, 200, 12, 0, 453, 355, 188, 0, 0, 31, 90, 67, 156
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-20.cnf, 200, 28, 0, 389, 294, 171, 16, 40, 39, 105, 40, 111
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-30.cnf, 200, 60, 1, 286, 211, 137, 20, 50, 41, 97, 14, 52
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-40.cnf, 200, 79, 2, 235, 168, 117, 29, 64, 30, 75, 8, 33
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-50.cnf, 200, 143, 4, 75, 60, 52, 10, 26, 4, 15, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-3-UC-60.cnf, 200, 163, 6, 39, 36, 31, 2, 6, 1, 4, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-10.cnf, 200, 32, 1, 371, 278, 166, 20, 49, 40, 104, 33, 102
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-20.cnf, 200, 60, 1, 280, 204, 138, 29, 61, 31, 82, 16, 61
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-30.cnf, 200, 60, 1, 282, 204, 136, 25, 57, 34, 80, 19, 66
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-40.cnf, 200, 87, 1, 210, 152, 109, 25, 55, 25, 65, 8, 35
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-50.cnf, 200, 109, 2, 151, 106, 84, 25, 52, 17, 51, 3, 13
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-4-UC-60.cnf, 200, 124, 2, 112, 77, 65, 22, 40, 11, 35, 2, 10
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-10.cnf, 200, 28, 2, 395, 305, 169, 11, 30, 32, 88, 47, 121
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-20.cnf, 200, 46, 2, 331, 249, 151, 15, 41, 43, 98, 24, 79
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-30.cnf, 200, 59, 2, 296, 227, 136, 20, 48, 27, 75, 22, 70
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-40.cnf, 200, 91, 4, 193, 150, 101, 17, 41, 17, 50, 9, 34
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-50.cnf, 200, 118, 7, 133, 103, 74, 15, 34, 13, 35, 2, 9
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-5-UC-60.cnf, 200, 143, 8, 81, 65, 49, 10, 23, 6, 19, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-10.cnf, 200, 22, 1, 412, 316, 177, 7, 19, 44, 110, 45, 117
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-20.cnf, 200, 44, 1, 335, 246, 154, 24, 58, 42, 103, 23, 76
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-30.cnf, 200, 79, 2, 237, 175, 117, 23, 48, 33, 75, 6, 26
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-40.cnf, 200, 94, 3, 190, 136, 101, 30, 55, 20, 50, 4, 18
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-50.cnf, 200, 104, 3, 167, 120, 92, 32, 57, 12, 34, 3, 14
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-6-UC-60.cnf, 200, 161, 6, 35, 29, 33, 6, 15, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7.cnf, 200, 0, 1, 500, 400, 199, 0, 0, 0, 0, 100, 199
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-10.cnf, 200, 34, 1, 363, 274, 165, 19, 45, 40, 98, 30, 99
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-20.cnf, 200, 53, 1, 305, 226, 145, 24, 55, 39, 92, 16, 67
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-30.cnf, 200, 69, 1, 256, 192, 129, 26, 59, 29, 78, 9, 37
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-40.cnf, 200, 79, 1, 231, 169, 117, 28, 62, 26, 71, 8, 33
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-50.cnf, 200, 107, 2, 157, 114, 89, 28, 60, 11, 33, 4, 16
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-7-UC-60.cnf, 200, 132, 5, 94, 70, 60, 19, 42, 5, 17, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-10.cnf, 200, 25, 2, 404, 309, 172, 15, 38, 30, 87, 50, 129
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-20.cnf, 200, 56, 2, 303, 220, 140, 29, 63, 38, 87, 16, 58
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-30.cnf, 200, 66, 2, 278, 206, 132, 25, 55, 30, 76, 17, 57
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-40.cnf, 200, 81, 2, 237, 179, 117, 24, 54, 23, 65, 11, 41
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-50.cnf, 200, 112, 4, 148, 112, 84, 15, 39, 18, 51, 3, 12
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-8-UC-60.cnf, 200, 125, 4, 116, 87, 70, 16, 36, 12, 35, 1, 5
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-10.cnf, 200, 26, 2, 400, 306, 172, 11, 31, 38, 99, 45, 121
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-20.cnf, 200, 49, 2, 317, 232, 149, 29, 65, 40, 94, 16, 61
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-30.cnf, 200, 68, 2, 251, 180, 129, 38, 77, 29, 73, 4, 19
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-40.cnf, 200, 121, 2, 122, 94, 76, 24, 49, 4, 14, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-50.cnf, 200, 145, 4, 71, 63, 50, 8, 20, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-20-9-UC-60.cnf, 200, 149, 5, 64, 58, 46, 6, 15, 0, 0, 0, 0
cnf/lagniez/BayesianNetwork/DQMR/qmr-100/or-100-5-10.cnf, 200, 0, 2, 500, 400, 198, 0, 0, 0, 0, 100, 198
