file, cost
Benchmarks/Blasted_Real/blasted_case11.cnf, 10
Benchmarks/Blasted_Real/blasted_case43.cnf, 11
Benchmarks/Blasted_Real/blasted_case45.cnf, 11
Benchmarks/Blasted_Real/blasted_case7.cnf, 6
Benchmarks/Blasted_Real/blasted_case47.cnf, 6
Benchmarks/Blasted_Real/blasted_case21.cnf, 15
Benchmarks/Blasted_Real/blasted_case22.cnf, 15
Benchmarks/Blasted_Real/blasted_case51.cnf, 12
Benchmarks/Blasted_Real/blasted_case52.cnf, 12
Benchmarks/Blasted_Real/blasted_case53.cnf, 12
Benchmarks/Blasted_Real/blasted_case124.cnf, 7
Benchmarks/Blasted_Real/blasted_case112.cnf, 13
Benchmarks/Blasted_Real/blasted_case38.cnf, 16
Benchmarks/Blasted_Real/blasted_case55.cnf, 17
Benchmarks/Blasted_Real/blasted_case8.cnf, 8
Benchmarks/Blasted_Real/blasted_case105.cnf, 5
Benchmarks/Blasted_Real/blasted_case5.cnf, 7
Benchmarks/Blasted_Real/blasted_case44.cnf, 16
Benchmarks/Blasted_Real/blasted_case46.cnf, 16
Benchmarks/Blasted_Real/blasted_case68.cnf, 13
Benchmarks/V3/s344_3_2.cnf, 6
Benchmarks/Blasted_Real/blasted_case1.cnf, 21
Benchmarks/Blasted_Real/blasted_case201.cnf, 16
Benchmarks/V3/s349_3_2.cnf, 6
Benchmarks/Blasted_Real/blasted_case202.cnf, 16
Benchmarks/Blasted_Real/blasted_case106.cnf, 5
Benchmarks/Blasted_Real/blasted_case56.cnf, 20
Benchmarks/Blasted_Real/blasted_case54.cnf, 20
Benchmarks/V3/s298_3_2.cnf, 7
Benchmarks/Blasted_Real/blasted_case133.cnf, 6
Benchmarks/Blasted_Real/blasted_case108.cnf, 20
Benchmarks/Blasted_Real/blasted_case136.cnf, 6
Benchmarks/Blasted_Real/blasted_case203.cnf, 16
Benchmarks/Blasted_Real/blasted_case204.cnf, 16
Benchmarks/Blasted_Real/blasted_case205.cnf, 16
Benchmarks/V7/s344_7_4.cnf, 6
Benchmarks/V7/s349_7_4.cnf, 7
Benchmarks/Blasted_Real/blasted_case145.cnf, 5
Benchmarks/Blasted_Real/blasted_case146.cnf, 5
Benchmarks/V7/s298_7_4.cnf, 8
Benchmarks/Blasted_Real/blasted_case132.cnf, 8
Benchmarks/Blasted_Real/blasted_case135.cnf, 8
Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 13
Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 13
Benchmarks/Blasted_Real/blasted_case109.cnf, 19
Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 13
Benchmarks/Blasted_Real/blasted_case39.cnf, 11
Benchmarks/Blasted_Real/blasted_case40.cnf, 11
Benchmarks/Blasted_Real/blasted_case41.cnf, 11
Benchmarks/Blasted_Real/blasted_case14.cnf, 4
Benchmarks/V3/s382_3_2.cnf, 6
Benchmarks/Blasted_Real/blasted_case119.cnf, 10
Benchmarks/Blasted_Real/blasted_case123.cnf, 21
Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 8
Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 8
Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 8
Benchmarks/Blasted_Real/blasted_case9.cnf, 6
Benchmarks/V7/s382_7_4.cnf, 5
Benchmarks/Blasted_Real/blasted_case61.cnf, 5
Benchmarks/Blasted_Real/blasted_case120.cnf, 12
Benchmarks/V15/s344_15_7.cnf, 9
Benchmarks/V15/s349_15_7.cnf, 9
Benchmarks/Blasted_Real/blasted_case110.cnf, 24
Benchmarks/Blasted_Real/blasted_case57.cnf, 20
Benchmarks/V3/s444_3_2.cnf, 6
Benchmarks/Blasted_Real/blasted_case121.cnf, 15
Benchmarks/Blasted_Real/blasted_case62.cnf, 20
Benchmarks/V15/s298_15_7.cnf, 8
Benchmarks/V3/s420_3_2.cnf, 6
Benchmarks/V3/s420_new1_3_2.cnf, 6
Benchmarks/Blasted_Real/blasted_case3.cnf, 27
Benchmarks/V3/s420_new_3_2.cnf, 5
Benchmarks/Blasted_Real/blasted_case15.cnf, 5
Benchmarks/Blasted_Real/blasted_case2.cnf, 26
Benchmarks/V3/s510_3_2.cnf, 30
Benchmarks/Blasted_Real/blasted_case126.cnf, 24
Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 7
Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 7
Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 7
Benchmarks/Blasted_Real/blasted_case111.cnf, 24
Benchmarks/V7/s444_7_4.cnf, 6
Benchmarks/Blasted_Real/blasted_case113.cnf, 23
Benchmarks/Blasted_Real/blasted_case117.cnf, 23
Benchmarks/Blasted_Real/blasted_case118.cnf, 24
Benchmarks/V7/s420_7_4.cnf, 9
Benchmarks/V7/s420_new1_7_4.cnf, 9
Benchmarks/V7/s420_new_7_4.cnf, 7
Benchmarks/polynomial.sk_7_25.cnf, 18
Benchmarks/Blasted_Real/blasted_case122.cnf, 27
Benchmarks/V7/s510_7_4.cnf, 31
Benchmarks/Blasted_Real/blasted_case10.cnf, 5
Benchmarks/Blasted_Real/blasted_case6.cnf, 5
Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 14
Benchmarks/V15/s510_15_7.cnf, 31
Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 14
Benchmarks/V15/s420_new_15_7.cnf, 9
Benchmarks/V3/s526_3_2.cnf, 14
Benchmarks/V15/s382_15_7.cnf, 8
Benchmarks/V15/s420_15_7.cnf, 9
Benchmarks/V15/s420_new1_15_7.cnf, 9
Benchmarks/V3/s526a_3_2.cnf, 14
Benchmarks/V15/s444_15_7.cnf, 8
Benchmarks/V7/s526_7_4.cnf, 13
Benchmarks/registerlesSwap.sk_3_10.cnf, 10
Benchmarks/V7/s526a_7_4.cnf, 13
Benchmarks/Blasted_Real/blasted_case19.cnf, 5
Benchmarks/Blasted_Real/blasted_case20.cnf, 5
Benchmarks/Blasted_Real/blasted_case125.cnf, 28
Benchmarks/Blasted_Real/blasted_case35.cnf, 7
Benchmarks/Blasted_Real/blasted_case34.cnf, 31
Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 31
Benchmarks/Blasted_Real/blasted_case143.cnf, 44
Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 31
Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 31
Benchmarks/Blasted_Real/blasted_case114.cnf, 38
Benchmarks/Blasted_Real/blasted_case115.cnf, 36
Benchmarks/Blasted_Real/blasted_case116.cnf, 35
Benchmarks/Blasted_Real/blasted_case131.cnf, 39
Benchmarks/V15/s526_15_7.cnf, 21
Benchmarks/Blasted_Real/blasted_case140.cnf, 16
Benchmarks/V15/s526a_15_7.cnf, 24
Benchmarks/V3/s641_3_2.cnf, 22
Benchmarks/V7/s641_7_4.cnf, 22
Benchmarks/Blasted_Real/blasted_squaring50.cnf, 31
Benchmarks/Blasted_Real/blasted_squaring51.cnf, 31
Benchmarks/V3/s713_3_2.cnf, 21
Benchmarks/V7/s713_7_4.cnf, 23
Benchmarks/V3/s953a_3_2.cnf, 82
Benchmarks/FMEasy/toybox2.cnf, 0
Benchmarks/FMEasy/toybox.cnf, 0
Benchmarks/V7/s953a_7_4.cnf, 81
Benchmarks/V15/s641_15_7.cnf, 21
Benchmarks/V15/s713_15_7.cnf, 21
Benchmarks/Blasted_Real/blasted_case18.cnf, 32
Benchmarks/V3/s820a_3_2.cnf, 44
Benchmarks/V3/s838_3_2.cnf, 17
Benchmarks/V3/s832a_3_2.cnf, 63
Benchmarks/V7/s820a_7_4.cnf, 60
Benchmarks/V15/s953a_15_7.cnf, 89
Benchmarks/V7/s838_7_4.cnf, 25
Benchmarks/Blasted_Real/blasted_case107.cnf, 42
Benchmarks/V7/s832a_7_4.cnf, 60
Benchmarks/Blasted_Real/blasted_case130.cnf, 35
Benchmarks/Blasted_Real/blasted_case214.cnf, 41
Benchmarks/Blasted_Real/blasted_case213.cnf, 40
Benchmarks/FMEasy/axTLS.cnf, 10
Benchmarks/V15/s820a_15_7.cnf, 57
Benchmarks/V15/s838_15_7.cnf, 24
Benchmarks/V3/s1238a_3_2.cnf, 99
Benchmarks/V15/s832a_15_7.cnf, 58
Benchmarks/V3/s1196a_3_2.cnf, 96
Benchmarks/Blasted_Real/blasted_squaring22.cnf, 42
Benchmarks/Blasted_Real/blasted_squaring24.cnf, 42
Benchmarks/Blasted_Real/blasted_squaring21.cnf, 41
Benchmarks/Blasted_Real/blasted_squaring20.cnf, 41
Benchmarks/V7/s1238a_7_4.cnf, 98
Benchmarks/Blasted_Real/blasted_squaring23.cnf, 44
Benchmarks/V7/s1196a_7_4.cnf, 94
Benchmarks/GuidanceService2.sk_2_27.cnf, 15
Benchmarks/Blasted_Real/blasted_case144.cnf, 43
Benchmarks/Blasted_Real/blasted_case12.cnf, 39
Benchmarks/V3/s1423a_3_2.cnf, 36
Benchmarks/V15/s1238a_15_7.cnf, 92
Benchmarks/V15/s1196a_15_7.cnf, 91
Benchmarks/V7/s1423a_7_4.cnf, 39
Benchmarks/Blasted_Real/blasted_case207.cnf, 64
Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 86
Benchmarks/Blasted_Real/blasted_case208.cnf, 64
Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 84
Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 84
Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 84
Benchmarks/Blasted_Real/blasted_squaring27.cnf, 50
Benchmarks/Blasted_Real/blasted_case50.cnf, 94
Benchmarks/Blasted_Real/blasted_case139.cnf, 36
Benchmarks/Blasted_Real/blasted_case138.cnf, 53
Benchmarks/Blasted_Real/blasted_squaring25.cnf, 50
Benchmarks/V3/s1488_3_2.cnf, 134
Benchmarks/V15/s1423a_15_7.cnf, 48
Benchmarks/Blasted_Real/blasted_case211.cnf, 79
Benchmarks/Blasted_Real/blasted_case210.cnf, 80
Benchmarks/V7/s1488_7_4.cnf, 136
Benchmarks/Blasted_Real/blasted_squaring70.cnf, 50
Benchmarks/Blasted_Real/blasted_squaring2.cnf, 66
Benchmarks/Blasted_Real/blasted_squaring3.cnf, 68
Benchmarks/Blasted_Real/blasted_squaring5.cnf, 68
Benchmarks/Blasted_Real/blasted_squaring6.cnf, 68
Benchmarks/Blasted_Real/blasted_squaring1.cnf, 68
Benchmarks/Blasted_Real/blasted_squaring4.cnf, 69
Benchmarks/Blasted_Real/blasted_case42.cnf, 60
Benchmarks/Blasted_Real/blasted_squaring26.cnf, 75
Benchmarks/V15/s1488_15_7.cnf, 132
Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 69
Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 65
Benchmarks/tableBasedAddition.sk_240_1024.cnf, 0
Benchmarks/Blasted_Real/blasted_squaring11.cnf, 69
Benchmarks/GuidanceService.sk_4_27.cnf, 36
Benchmarks/Blasted_Real/blasted_squaring30.cnf, 95
Benchmarks/Blasted_Real/blasted_case37.cnf, 120
Benchmarks/Blasted_Real/blasted_squaring28.cnf, 91
Benchmarks/Blasted_Real/blasted_squaring10.cnf, 84
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 83
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 122
Benchmarks/FeatureModels/sparc_erc32.cnf, 68
Benchmarks/FeatureModels/am31_sim.cnf, 71
Benchmarks/FeatureModels/sparc_leon.cnf, 70
Benchmarks/FeatureModels/calm16_ceb.cnf, 67
Benchmarks/FeatureModels/sparclite_sim.cnf, 70
Benchmarks/FeatureModels/calm32_ceb.cnf, 68
Benchmarks/FeatureModels/tx39_sim.cnf, 68
Benchmarks/FeatureModels/psim.cnf, 69
Benchmarks/FeatureModels/h8s_sim.cnf, 73
Benchmarks/FeatureModels/h8300h_sim.cnf, 74
Benchmarks/FeatureModels/fads.cnf, 65
Benchmarks/FeatureModels/sleb.cnf, 72
Benchmarks/Blasted_Real/blasted_case209.cnf, 77
Benchmarks/FeatureModels/stdeval1.cnf, 71
Benchmarks/FeatureModels/ceb_v850.cnf, 69
Benchmarks/Blasted_Real/blasted_case212.cnf, 77
Benchmarks/FeatureModels/edosk2674.cnf, 70
Benchmarks/FeatureModels/jmr3904.cnf, 72
Benchmarks/FeatureModels/h8max.cnf, 79
Benchmarks/FeatureModels/aki3068net.cnf, 87
Benchmarks/FeatureModels/cma28x.cnf, 81
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 83
Benchmarks/FeatureModels/cma230.cnf, 67
Benchmarks/FeatureModels/gps4020.cnf, 65
Benchmarks/FeatureModels/aeb.cnf, 70
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 79
Benchmarks/FeatureModels/mpc50.cnf, 67
Benchmarks/FeatureModels/skmb91302.cnf, 75
Benchmarks/FeatureModels/snds.cnf, 65
Benchmarks/FeatureModels/brutus.cnf, 73
Benchmarks/FeatureModels/ref4955.cnf, 77
Benchmarks/FeatureModels/sa1100mm.cnf, 69
Benchmarks/FeatureModels/pid.cnf, 70
Benchmarks/FeatureModels/prpmc1100.cnf, 69
Benchmarks/FeatureModels/linux.cnf, 84
Benchmarks/FeatureModels/asb.cnf, 81
Benchmarks/FeatureModels/mb93093.cnf, 79
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 79
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 75
Benchmarks/FeatureModels/csb281.cnf, 76
Benchmarks/FeatureModels/eb42.cnf, 65
Benchmarks/FeatureModels/mac7100evb.cnf, 67
Benchmarks/FeatureModels/mace1.cnf, 67
Benchmarks/FeatureModels/frv400.cnf, 82
Benchmarks/FeatureModels/excalibur_arm9.cnf, 42
Benchmarks/FeatureModels/eb40.cnf, 69
Benchmarks/FeatureModels/ts6.cnf, 76
Benchmarks/FeatureModels/vads.cnf, 76
Benchmarks/FeatureModels/eb40a.cnf, 69
Benchmarks/FeatureModels/cq7708.cnf, 42
Benchmarks/FeatureModels/grg.cnf, 69
Benchmarks/FeatureModels/jtst.cnf, 75
Benchmarks/FMEasy/ecos-icse11.cnf, 81
Benchmarks/FeatureModels/asb2305.cnf, 85
Benchmarks/FeatureModels/ixdp425.cnf, 71
Benchmarks/FeatureModels/edb7xxx.cnf, 71
Benchmarks/FeatureModels/ebsa285.cnf, 70
Benchmarks/FeatureModels/pati.cnf, 79
Benchmarks/FeatureModels/vrc4373.cnf, 72
Benchmarks/FeatureModels/picasso.cnf, 71
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 112
Benchmarks/FeatureModels/lpcmt.cnf, 75
Benchmarks/FeatureModels/p2106.cnf, 75
Benchmarks/FeatureModels/mcb2100.cnf, 75
Benchmarks/FeatureModels/uE250.cnf, 74
Benchmarks/FeatureModels/dreamcast.cnf, 79
Benchmarks/FeatureModels/stb.cnf, 78
Benchmarks/FeatureModels/mb93091.cnf, 76
Benchmarks/FeatureModels/pc_vmWare.cnf, 83
Benchmarks/FeatureModels/iq80321.cnf, 69
Benchmarks/FeatureModels/pc_rltk8139.cnf, 83
Benchmarks/FeatureModels/sh7708.cnf, 42
Benchmarks/FeatureModels/innovator.cnf, 42
Benchmarks/FeatureModels/iq80310.cnf, 68
Benchmarks/FeatureModels/ipaq.cnf, 84
Benchmarks/FeatureModels/npwr.cnf, 65
Benchmarks/FeatureModels/vrc4375.cnf, 85
Benchmarks/FeatureModels/sh4_202_md.cnf, 86
Benchmarks/FeatureModels/integrator_arm7.cnf, 72
Benchmarks/FeatureModels/pc_i82544.cnf, 85
Benchmarks/FeatureModels/pc_i82559.cnf, 77
Benchmarks/FeatureModels/XSEngine.cnf, 72
Benchmarks/FeatureModels/refidt334.cnf, 77
Benchmarks/FeatureModels/olpch2294.cnf, 70
Benchmarks/FeatureModels/flexanet.cnf, 73
Benchmarks/FeatureModels/aim711.cnf, 71
Benchmarks/FeatureModels/nano.cnf, 74
Benchmarks/FeatureModels/cme555.cnf, 78
Benchmarks/FeatureModels/assabet.cnf, 74
Benchmarks/FeatureModels/ocelot.cnf, 77
Benchmarks/FeatureModels/e7t.cnf, 69
Benchmarks/FeatureModels/cq7750.cnf, 80
Benchmarks/FeatureModels/ec555.cnf, 83
Benchmarks/FeatureModels/stm3210e_eval.cnf, 82
Benchmarks/FeatureModels/smdk2410.cnf, 42
Benchmarks/FeatureModels/adder.cnf, 85
Benchmarks/FeatureModels/eb55.cnf, 72
Benchmarks/FeatureModels/olpce2294.cnf, 70
Benchmarks/FeatureModels/olpcl2294.cnf, 74
Benchmarks/FeatureModels/integrator_arm9.cnf, 42
Benchmarks/FeatureModels/adderII.cnf, 76
Benchmarks/FeatureModels/phycore.cnf, 68
Benchmarks/FeatureModels/moab.cnf, 84
Benchmarks/FeatureModels/pc_usb_d12.cnf, 83
Benchmarks/FeatureModels/cerf.cnf, 79
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 129
Benchmarks/FeatureModels/cerfpda.cnf, 72
Benchmarks/FeatureModels/se7751.cnf, 80
Benchmarks/FeatureModels/mbx.cnf, 74
Benchmarks/FeatureModels/at91sam7sek.cnf, 71
Benchmarks/FeatureModels/ts1000.cnf, 78
Benchmarks/FeatureModels/aaed2000.cnf, 42
Benchmarks/FeatureModels/viper.cnf, 81
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 108
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 108
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 108
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 107
Benchmarks/FeatureModels/rattler.cnf, 81
Benchmarks/FeatureModels/hs7729pci.cnf, 42
Benchmarks/FeatureModels/at91sam7xek.cnf, 69
Benchmarks/FeatureModels/sam7ex256.cnf, 73
Benchmarks/FeatureModels/m5272c3.cnf, 81
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 100
Benchmarks/FeatureModels/phycore229x.cnf, 66
Benchmarks/FeatureModels/se77x9.cnf, 42
Benchmarks/FeatureModels/ea2468.cnf, 70
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 152
Benchmarks/10.sk_1_46.cnf, 33
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 143
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 135
Benchmarks/27.sk_3_32.cnf, 48
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 149
Benchmarks/UserServiceImpl.sk_8_32.cnf, 90
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 138
Benchmarks/Blasted_Real/blasted_case49.cnf, 206
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 138
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 166
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 205
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 186
Benchmarks/PhaseService.sk_14_27.cnf, 190
Benchmarks/FMEasy/fiasco.cnf, 121
Benchmarks/FMEasy/uClinux.cnf, 0
Benchmarks/ActivityService.sk_11_27.cnf, 184
Benchmarks/IterationService.sk_12_27.cnf, 229
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 251
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 273
Benchmarks/ActivityService2.sk_10_27.cnf, 206
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 203
Benchmarks/111.sk_2_36.cnf, 134
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 217
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 379
Benchmarks/Blasted_Real/blasted_case142.cnf, 306
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 357
Benchmarks/53.sk_4_32.cnf, 359
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 291
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 291
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 291
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 305
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 305
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 305
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 348
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 342
Benchmarks/55.sk_3_46.cnf, 280
Benchmarks/ProjectService3.sk_12_55.cnf, 381
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 398
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 331
Benchmarks/Blasted_Real/blasted_case104.cnf, 523
Benchmarks/109.sk_4_36.cnf, 343
Benchmarks/V7/s5378a_7_4.cnf, 248
Benchmarks/V3/s5378a_3_2.cnf, 237
Benchmarks/V15/s5378a_15_7.cnf, 243
Benchmarks/51.sk_4_38.cnf, 397
Benchmarks/32.sk_4_38.cnf, 304
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 468
Benchmarks/Blasted_Real/blasted_case141.cnf, 540
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 472
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 472
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 472
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 334
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 334
Benchmarks/FMEasy/freebsd-icse11.cnf, 158
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 340
Benchmarks/ProcessBean.sk_8_64.cnf, 428
Benchmarks/70.sk_3_40.cnf, 629
Benchmarks/56.sk_6_38.cnf, 442
Benchmarks/35.sk_3_52.cnf, 347
Benchmarks/80.sk_2_48.cnf, 685
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 483
Benchmarks/71.sk_3_65.cnf, 711
Benchmarks/V3/s9234a_3_2.cnf, 423
Benchmarks/79.sk_4_40.cnf, 814
Benchmarks/V7/s9234a_7_4.cnf, 416
Benchmarks/V15/s9234a_15_7.cnf, 399
Benchmarks/FMEasy/busybox-1.18.0.cnf, 82
Benchmarks/7.sk_4_50.cnf, 956
Benchmarks/doublyLinkedList.sk_8_37.cnf, 1528
Benchmarks/57.sk_4_64.cnf, 1073
Benchmarks/19.sk_3_48.cnf, 1145
Benchmarks/63.sk_3_64.cnf, 1002
Benchmarks/36.sk_3_77.cnf, 1313
Benchmarks/Pollard.sk_1_10.cnf, 1666
Benchmarks/LoginService.sk_20_34.cnf, 1004
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 1273
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 1263
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 1273
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 1514
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 1504
Benchmarks/29.sk_3_45.cnf, 1384
Benchmarks/107.sk_3_90.cnf, 1310
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 1177
Benchmarks/V15/s13207a_15_7.cnf, 464
Benchmarks/V3/s13207a_3_2.cnf, 460
Benchmarks/V7/s13207a_7_4.cnf, 446
Benchmarks/17.sk_3_45.cnf, 1367
Benchmarks/isolateRightmost.sk_7_481.cnf, 1535
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 1754
Benchmarks/V3/s15850a_3_2.cnf, 658
Benchmarks/V7/s15850a_7_4.cnf, 654
Benchmarks/V15/s15850a_15_7.cnf, 654
Benchmarks/81.sk_5_51.cnf, 1579
Benchmarks/FMEasy/uClinux-config.cnf, 154
Benchmarks/LoginService2.sk_23_36.cnf, 1492
Benchmarks/sort.sk_8_52.cnf, 1971
Benchmarks/77.sk_3_44.cnf, 978
Benchmarks/parity.sk_11_11.cnf, 3706
Benchmarks/FMEasy/coreboot.cnf, 4070
Benchmarks/FMEasy/buildroot.cnf, 1574
Benchmarks/20.sk_1_51.cnf, 3492
Benchmarks/84.sk_4_77.cnf, 2725
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 3567
Benchmarks/V3/s35932_3_2.cnf, 1033
Benchmarks/V15/s35932_15_7.cnf, 1041
Benchmarks/tutorial2.sk_3_4.cnf, 4694
Benchmarks/V7/s35932_7_4.cnf, 1033
Benchmarks/110.sk_3_88.cnf, 2986
Benchmarks/logcount.sk_16_86.cnf, 4744
Benchmarks/karatsuba.sk_7_41.cnf, 3368
Benchmarks/V3/s38584_3_2.cnf, 1687
Benchmarks/V7/s38584_7_4.cnf, 1706
Benchmarks/54.sk_12_97.cnf, 3708
Benchmarks/V15/s38584_15_7.cnf, 1694
Benchmarks/V3/s38417_3_2.cnf, 1259
Benchmarks/V7/s38417_7_4.cnf, 1298
Benchmarks/V15/s38417_15_7.cnf, 1317
Benchmarks/30.sk_5_76.cnf, 5339
Benchmarks/signedAvg.sk_8_1020.cnf, 4009
Benchmarks/FMEasy/freetz.cnf, 1611
Benchmarks/SetTest.sk_9_21.cnf, 8250
Benchmarks/xpose.sk_6_134.cnf, 11488
Benchmarks/compress.sk_17_291.cnf, 12747
Benchmarks/FMEasy/embtoolkit.cnf, 1659
Benchmarks/listReverse.sk_11_43.cnf, 16094
Benchmarks/FMEasy/2.6.32-2var.cnf, 9646
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 10164
Benchmarks/reverse.sk_11_258.cnf, 36833
Benchmarks/lss.sk_6_7.cnf, 15401
