file, #v, #c, #l
r75k3q0.8/119.3.cnf, 75, 119, 357
r75k3q0.8/158.5.cnf, 75, 158, 474
r75k3q0.8/198.1.cnf, 75, 198, 594
r75k3q0.8/65.4.cnf, 75, 65, 195
r75k3q0.8/190.4.cnf, 75, 190, 570
r75k3q0.8/86.4.cnf, 75, 86, 258
r75k3q0.8/144.1.cnf, 75, 144, 432
r75k3q0.8/55.2.cnf, 75, 55, 165
r75k3q0.8/86.1.cnf, 75, 86, 258
r75k3q0.8/114.1.cnf, 75, 114, 342
r75k3q0.8/57.3.cnf, 75, 57, 171
r75k3q0.8/47.2.cnf, 75, 47, 141
r75k3q0.8/20.5.cnf, 75, 20, 60
r75k3q0.8/34.5.cnf, 75, 34, 102
r75k3q0.8/17.3.cnf, 75, 17, 51
r75k3q0.8/195.4.cnf, 75, 195, 585
r75k3q0.8/129.1.cnf, 75, 129, 387
r75k3q0.8/287.3.cnf, 75, 287, 861
r75k3q0.8/154.2.cnf, 75, 154, 462
r75k3q0.8/177.5.cnf, 75, 177, 531
r75k3q0.8/53.2.cnf, 75, 53, 159
r75k3q0.8/223.1.cnf, 75, 223, 669
r75k3q0.8/233.5.cnf, 75, 233, 699
r75k3q0.8/260.2.cnf, 75, 260, 780
r75k3q0.8/113.2.cnf, 75, 113, 339
r75k3q0.8/88.5.cnf, 75, 88, 264
r75k3q0.8/100.4.cnf, 75, 100, 300
r75k3q0.8/285.5.cnf, 75, 285, 855
r75k3q0.8/176.5.cnf, 75, 176, 528
r75k3q0.8/171.5.cnf, 75, 171, 513
r75k3q0.8/220.3.cnf, 75, 220, 660
r75k3q0.8/10.1.cnf, 75, 10, 30
r75k3q0.8/162.5.cnf, 75, 162, 486
r75k3q0.8/125.1.cnf, 75, 125, 375
r75k3q0.8/62.1.cnf, 75, 62, 186
r75k3q0.8/214.5.cnf, 75, 214, 642
r75k3q0.8/202.2.cnf, 75, 202, 606
r75k3q0.8/154.1.cnf, 75, 154, 462
r75k3q0.8/77.3.cnf, 75, 77, 231
r75k3q0.8/153.2.cnf, 75, 153, 459
r75k3q0.8/146.3.cnf, 75, 146, 438
r75k3q0.8/87.5.cnf, 75, 87, 261
r75k3q0.8/186.2.cnf, 75, 186, 558
r75k3q0.8/8.1.cnf, 75, 8, 24
r75k3q0.8/86.2.cnf, 75, 86, 258
r75k3q0.8/87.2.cnf, 75, 87, 261
r75k3q0.8/177.1.cnf, 75, 177, 531
r75k3q0.8/9.1.cnf, 75, 9, 27
r75k3q0.8/246.3.cnf, 75, 246, 738
r75k3q0.8/94.3.cnf, 75, 94, 282
r75k3q0.8/38.2.cnf, 75, 38, 114
r75k3q0.8/43.5.cnf, 75, 43, 129
r75k3q0.8/224.4.cnf, 75, 224, 672
r75k3q0.8/136.3.cnf, 75, 136, 408
r75k3q0.8/21.4.cnf, 75, 21, 63
r75k3q0.8/200.1.cnf, 75, 200, 600
r75k3q0.8/137.3.cnf, 75, 137, 411
r75k3q0.8/24.4.cnf, 75, 24, 72
r75k3q0.8/17.4.cnf, 75, 17, 51
r75k3q0.8/25.5.cnf, 75, 25, 75
r75k3q0.8/77.4.cnf, 75, 77, 231
r75k3q0.8/113.4.cnf, 75, 113, 339
r75k3q0.8/88.3.cnf, 75, 88, 264
r75k3q0.8/142.4.cnf, 75, 142, 426
r75k3q0.8/161.3.cnf, 75, 161, 483
r75k3q0.8/40.1.cnf, 75, 40, 120
r75k3q0.8/323.5.cnf, 75, 323, 969
r75k3q0.8/256.2.cnf, 75, 256, 768
r75k3q0.8/9.2.cnf, 75, 9, 27
r75k3q0.8/252.2.cnf, 75, 252, 756
r75k3q0.8/37.4.cnf, 75, 37, 111
r75k3q0.8/103.2.cnf, 75, 103, 309
r75k3q0.8/151.3.cnf, 75, 151, 453
r75k3q0.8/33.1.cnf, 75, 33, 99
r75k3q0.8/180.5.cnf, 75, 180, 540
r75k3q0.8/232.3.cnf, 75, 232, 696
r75k3q0.8/221.2.cnf, 75, 221, 663
r75k3q0.8/122.5.cnf, 75, 122, 366
r75k3q0.8/242.4.cnf, 75, 242, 726
r75k3q0.8/58.5.cnf, 75, 58, 174
r75k3q0.8/27.5.cnf, 75, 27, 81
r75k3q0.8/102.3.cnf, 75, 102, 306
r75k3q0.8/185.2.cnf, 75, 185, 555
r75k3q0.8/119.2.cnf, 75, 119, 357
r75k3q0.8/138.3.cnf, 75, 138, 414
r75k3q0.8/230.5.cnf, 75, 230, 690
r75k3q0.8/204.2.cnf, 75, 204, 612
r75k3q0.8/11.3.cnf, 75, 11, 33
r75k3q0.8/102.2.cnf, 75, 102, 306
r75k3q0.8/149.2.cnf, 75, 149, 447
r75k3q0.8/32.2.cnf, 75, 32, 96
r75k3q0.8/220.1.cnf, 75, 220, 660
r75k3q0.8/230.4.cnf, 75, 230, 690
r75k3q0.8/13.3.cnf, 75, 13, 39
r75k3q0.8/284.5.cnf, 75, 284, 852
r75k3q0.8/155.1.cnf, 75, 155, 465
r75k3q0.8/42.4.cnf, 75, 42, 126
r75k3q0.8/32.1.cnf, 75, 32, 96
r75k3q0.8/194.2.cnf, 75, 194, 582
r75k3q0.8/164.3.cnf, 75, 164, 492
r75k3q0.8/30.2.cnf, 75, 30, 90
r75k3q0.8/242.3.cnf, 75, 242, 726
r75k3q0.8/47.4.cnf, 75, 47, 141
r75k3q0.8/80.3.cnf, 75, 80, 240
r75k3q0.8/251.5.cnf, 75, 251, 753
r75k3q0.8/253.5.cnf, 75, 253, 759
r75k3q0.8/108.3.cnf, 75, 108, 324
r75k3q0.8/77.1.cnf, 75, 77, 231
r75k3q0.8/130.5.cnf, 75, 130, 390
r75k3q0.8/98.5.cnf, 75, 98, 294
r75k3q0.8/204.1.cnf, 75, 204, 612
r75k3q0.8/245.5.cnf, 75, 245, 735
r75k3q0.8/244.3.cnf, 75, 244, 732
r75k3q0.8/243.5.cnf, 75, 243, 729
r75k3q0.8/129.3.cnf, 75, 129, 387
r75k3q0.8/153.4.cnf, 75, 153, 459
r75k3q0.8/112.1.cnf, 75, 112, 336
r75k3q0.8/167.3.cnf, 75, 167, 501
r75k3q0.8/148.4.cnf, 75, 148, 444
r75k3q0.8/151.2.cnf, 75, 151, 453
r75k3q0.8/36.3.cnf, 75, 36, 108
r75k3q0.8/75.1.cnf, 75, 75, 225
r75k3q0.8/122.3.cnf, 75, 122, 366
r75k3q0.8/237.3.cnf, 75, 237, 711
r75k3q0.8/57.5.cnf, 75, 57, 171
r75k3q0.8/91.3.cnf, 75, 91, 273
r75k3q0.8/172.3.cnf, 75, 172, 516
r75k3q0.8/147.1.cnf, 75, 147, 441
r75k3q0.8/255.5.cnf, 75, 255, 765
r75k3q0.8/153.5.cnf, 75, 153, 459
r75k3q0.8/117.3.cnf, 75, 117, 351
r75k3q0.8/213.5.cnf, 75, 213, 639
r75k3q0.8/120.1.cnf, 75, 120, 360
r75k3q0.8/118.5.cnf, 75, 118, 354
r75k3q0.8/85.3.cnf, 75, 85, 255
r75k3q0.8/231.3.cnf, 75, 231, 693
r75k3q0.8/145.2.cnf, 75, 145, 435
r75k3q0.8/3.4.cnf, 75, 3, 9
r75k3q0.8/4.4.cnf, 75, 4, 12
r75k3q0.8/27.1.cnf, 75, 27, 81
r75k3q0.8/99.4.cnf, 75, 99, 297
r75k3q0.8/2.5.cnf, 75, 2, 6
r75k3q0.8/172.5.cnf, 75, 172, 516
r75k3q0.8/45.2.cnf, 75, 45, 135
r75k3q0.8/62.4.cnf, 75, 62, 186
r75k3q0.8/88.4.cnf, 75, 88, 264
r75k3q0.8/191.4.cnf, 75, 191, 573
r75k3q0.8/217.3.cnf, 75, 217, 651
r75k3q0.8/127.4.cnf, 75, 127, 381
r75k3q0.8/79.2.cnf, 75, 79, 237
r75k3q0.8/88.2.cnf, 75, 88, 264
r75k3q0.8/215.2.cnf, 75, 215, 645
r75k3q0.8/56.4.cnf, 75, 56, 168
r75k3q0.8/66.4.cnf, 75, 66, 198
r75k3q0.8/109.1.cnf, 75, 109, 327
r75k3q0.8/121.5.cnf, 75, 121, 363
r75k3q0.8/22.5.cnf, 75, 22, 66
r75k3q0.8/36.4.cnf, 75, 36, 108
r75k3q0.8/179.5.cnf, 75, 179, 537
r75k3q0.8/54.3.cnf, 75, 54, 162
r75k3q0.8/258.2.cnf, 75, 258, 774
r75k3q0.8/76.3.cnf, 75, 76, 228
r75k3q0.8/38.5.cnf, 75, 38, 114
r75k3q0.8/67.3.cnf, 75, 67, 201
r75k3q0.8/193.3.cnf, 75, 193, 579
r75k3q0.8/203.1.cnf, 75, 203, 609
r75k3q0.8/90.5.cnf, 75, 90, 270
r75k3q0.8/120.4.cnf, 75, 120, 360
r75k3q0.8/96.5.cnf, 75, 96, 288
r75k3q0.8/194.5.cnf, 75, 194, 582
r75k3q0.8/89.2.cnf, 75, 89, 267
r75k3q0.8/208.4.cnf, 75, 208, 624
r75k3q0.8/229.1.cnf, 75, 229, 687
r75k3q0.8/162.4.cnf, 75, 162, 486
r75k3q0.8/202.1.cnf, 75, 202, 606
r75k3q0.8/197.2.cnf, 75, 197, 591
r75k3q0.8/66.3.cnf, 75, 66, 198
r75k3q0.8/82.1.cnf, 75, 82, 246
r75k3q0.8/293.3.cnf, 75, 293, 879
r75k3q0.8/283.4.cnf, 75, 283, 849
r75k3q0.8/195.1.cnf, 75, 195, 585
r75k3q0.8/111.3.cnf, 75, 111, 333
r75k3q0.8/154.5.cnf, 75, 154, 462
r75k3q0.8/94.5.cnf, 75, 94, 282
r75k3q0.8/228.1.cnf, 75, 228, 684
r75k3q0.8/204.4.cnf, 75, 204, 612
r75k3q0.8/57.2.cnf, 75, 57, 171
r75k3q0.8/92.1.cnf, 75, 92, 276
r75k3q0.8/295.2.cnf, 75, 295, 885
r75k3q0.8/90.4.cnf, 75, 90, 270
r75k3q0.8/4.2.cnf, 75, 4, 12
r75k3q0.8/43.2.cnf, 75, 43, 129
r75k3q0.8/247.2.cnf, 75, 247, 741
r75k3q0.8/192.3.cnf, 75, 192, 576
r75k3q0.8/48.1.cnf, 75, 48, 144
r75k3q0.8/108.5.cnf, 75, 108, 324
r75k3q0.8/121.3.cnf, 75, 121, 363
r75k3q0.8/116.1.cnf, 75, 116, 348
r75k3q0.8/12.5.cnf, 75, 12, 36
r75k3q0.8/157.4.cnf, 75, 157, 471
r75k3q0.8/224.2.cnf, 75, 224, 672
r75k3q0.8/74.3.cnf, 75, 74, 222
r75k3q0.8/99.1.cnf, 75, 99, 297
r75k3q0.8/10.3.cnf, 75, 10, 30
r75k3q0.8/218.4.cnf, 75, 218, 654
r75k3q0.8/26.4.cnf, 75, 26, 78
r75k3q0.8/196.5.cnf, 75, 196, 588
r75k3q0.8/173.2.cnf, 75, 173, 519
r75k3q0.8/139.3.cnf, 75, 139, 417
r75k3q0.8/96.2.cnf, 75, 96, 288
r75k3q0.8/189.5.cnf, 75, 189, 567
r75k3q0.8/187.3.cnf, 75, 187, 561
r75k3q0.8/260.5.cnf, 75, 260, 780
r75k3q0.8/210.4.cnf, 75, 210, 630
r75k3q0.8/237.2.cnf, 75, 237, 711
r75k3q0.8/44.4.cnf, 75, 44, 132
r75k3q0.8/63.4.cnf, 75, 63, 189
r75k3q0.8/247.1.cnf, 75, 247, 741
r75k3q0.8/10.5.cnf, 75, 10, 30
r75k3q0.8/23.2.cnf, 75, 23, 69
r75k3q0.8/46.3.cnf, 75, 46, 138
r75k3q0.8/73.4.cnf, 75, 73, 219
r75k3q0.8/158.1.cnf, 75, 158, 474
r75k3q0.8/154.3.cnf, 75, 154, 462
r75k3q0.8/74.5.cnf, 75, 74, 222
r75k3q0.8/278.1.cnf, 75, 278, 834
r75k3q0.8/233.4.cnf, 75, 233, 699
r75k3q0.8/135.2.cnf, 75, 135, 405
r75k3q0.8/85.5.cnf, 75, 85, 255
r75k3q0.8/35.4.cnf, 75, 35, 105
r75k3q0.8/146.5.cnf, 75, 146, 438
r75k3q0.8/222.1.cnf, 75, 222, 666
r75k3q0.8/114.4.cnf, 75, 114, 342
r75k3q0.8/126.1.cnf, 75, 126, 378
r75k3q0.8/120.2.cnf, 75, 120, 360
r75k3q0.8/152.1.cnf, 75, 152, 456
r75k3q0.8/20.2.cnf, 75, 20, 60
r75k3q0.8/124.3.cnf, 75, 124, 372
r75k3q0.8/23.5.cnf, 75, 23, 69
r75k3q0.8/305.3.cnf, 75, 305, 915
r75k3q0.8/82.2.cnf, 75, 82, 246
r75k3q0.8/90.1.cnf, 75, 90, 270
r75k3q0.8/44.1.cnf, 75, 44, 132
r75k3q0.8/112.3.cnf, 75, 112, 336
r75k3q0.8/263.1.cnf, 75, 263, 789
r75k3q0.8/4.3.cnf, 75, 4, 12
r75k3q0.8/76.4.cnf, 75, 76, 228
r75k3q0.8/3.5.cnf, 75, 3, 9
r75k3q0.8/151.1.cnf, 75, 151, 453
r75k3q0.8/201.2.cnf, 75, 201, 603
r75k3q0.8/165.4.cnf, 75, 165, 495
r75k3q0.8/48.4.cnf, 75, 48, 144
r75k3q0.8/61.3.cnf, 75, 61, 183
r75k3q0.8/232.5.cnf, 75, 232, 696
r75k3q0.8/173.5.cnf, 75, 173, 519
r75k3q0.8/118.3.cnf, 75, 118, 354
r75k3q0.8/84.3.cnf, 75, 84, 252
r75k3q0.8/77.2.cnf, 75, 77, 231
r75k3q0.8/127.1.cnf, 75, 127, 381
r75k3q0.8/225.3.cnf, 75, 225, 675
r75k3q0.8/187.2.cnf, 75, 187, 561
r75k3q0.8/59.1.cnf, 75, 59, 177
r75k3q0.8/218.3.cnf, 75, 218, 654
r75k3q0.8/53.4.cnf, 75, 53, 159
r75k3q0.8/59.5.cnf, 75, 59, 177
r75k3q0.8/276.2.cnf, 75, 276, 828
r75k3q0.8/219.4.cnf, 75, 219, 657
r75k3q0.8/126.3.cnf, 75, 126, 378
r75k3q0.8/203.4.cnf, 75, 203, 609
r75k3q0.8/180.1.cnf, 75, 180, 540
r75k3q0.8/186.3.cnf, 75, 186, 558
r75k3q0.8/24.3.cnf, 75, 24, 72
r75k3q0.8/62.5.cnf, 75, 62, 186
r75k3q0.8/183.2.cnf, 75, 183, 549
r75k3q0.8/174.5.cnf, 75, 174, 522
r75k3q0.8/192.5.cnf, 75, 192, 576
r75k3q0.8/17.2.cnf, 75, 17, 51
r75k3q0.8/212.4.cnf, 75, 212, 636
r75k3q0.8/282.2.cnf, 75, 282, 846
r75k3q0.8/225.1.cnf, 75, 225, 675
r75k3q0.8/50.3.cnf, 75, 50, 150
r75k3q0.8/107.3.cnf, 75, 107, 321
r75k3q0.8/67.4.cnf, 75, 67, 201
r75k3q0.8/249.5.cnf, 75, 249, 747
r75k3q0.8/132.3.cnf, 75, 132, 396
r75k3q0.8/144.5.cnf, 75, 144, 432
r75k3q0.8/33.3.cnf, 75, 33, 99
r75k3q0.8/173.3.cnf, 75, 173, 519
r75k3q0.8/135.3.cnf, 75, 135, 405
r75k3q0.8/32.4.cnf, 75, 32, 96
r75k3q0.8/13.4.cnf, 75, 13, 39
r75k3q0.8/271.1.cnf, 75, 271, 813
r75k3q0.8/28.5.cnf, 75, 28, 84
r75k3q0.8/278.3.cnf, 75, 278, 834
r75k3q0.8/39.3.cnf, 75, 39, 117
r75k3q0.8/160.3.cnf, 75, 160, 480
r75k3q0.8/37.1.cnf, 75, 37, 111
r75k3q0.8/236.2.cnf, 75, 236, 708
r75k3q0.8/122.1.cnf, 75, 122, 366
r75k3q0.8/159.4.cnf, 75, 159, 477
r75k3q0.8/121.1.cnf, 75, 121, 363
r75k3q0.8/310.2.cnf, 75, 310, 930
r75k3q0.8/206.2.cnf, 75, 206, 618
r75k3q0.8/131.2.cnf, 75, 131, 393
r75k3q0.8/38.3.cnf, 75, 38, 114
r75k3q0.8/271.3.cnf, 75, 271, 813
r75k3q0.8/38.1.cnf, 75, 38, 114
r75k3q0.8/213.4.cnf, 75, 213, 639
r75k3q0.8/80.5.cnf, 75, 80, 240
r75k3q0.8/243.2.cnf, 75, 243, 729
r75k3q0.8/96.4.cnf, 75, 96, 288
r75k3q0.8/138.4.cnf, 75, 138, 414
r75k3q0.8/279.1.cnf, 75, 279, 837
r75k3q0.8/215.4.cnf, 75, 215, 645
r75k3q0.8/132.1.cnf, 75, 132, 396
r75k3q0.8/178.2.cnf, 75, 178, 534
r75k3q0.8/198.5.cnf, 75, 198, 594
r75k3q0.8/257.3.cnf, 75, 257, 771
r75k3q0.8/125.4.cnf, 75, 125, 375
r75k3q0.8/38.4.cnf, 75, 38, 114
r75k3q0.8/145.1.cnf, 75, 145, 435
r75k3q0.8/143.5.cnf, 75, 143, 429
r75k3q0.8/243.4.cnf, 75, 243, 729
r75k3q0.8/106.4.cnf, 75, 106, 318
r75k3q0.8/139.1.cnf, 75, 139, 417
r75k3q0.8/50.2.cnf, 75, 50, 150
r75k3q0.8/82.4.cnf, 75, 82, 246
r75k3q0.8/80.2.cnf, 75, 80, 240
r75k3q0.8/137.4.cnf, 75, 137, 411
r75k3q0.8/23.3.cnf, 75, 23, 69
r75k3q0.8/179.1.cnf, 75, 179, 537
r75k3q0.8/79.3.cnf, 75, 79, 237
r75k3q0.8/275.1.cnf, 75, 275, 825
r75k3q0.8/81.2.cnf, 75, 81, 243
r75k3q0.8/109.5.cnf, 75, 109, 327
r75k3q0.8/95.2.cnf, 75, 95, 285
r75k3q0.8/118.4.cnf, 75, 118, 354
r75k3q0.8/29.5.cnf, 75, 29, 87
r75k3q0.8/77.5.cnf, 75, 77, 231
r75k3q0.8/47.1.cnf, 75, 47, 141
r75k3q0.8/45.5.cnf, 75, 45, 135
r75k3q0.8/51.5.cnf, 75, 51, 153
r75k3q0.8/183.5.cnf, 75, 183, 549
r75k3q0.8/108.4.cnf, 75, 108, 324
r75k3q0.8/100.3.cnf, 75, 100, 300
r75k3q0.8/146.4.cnf, 75, 146, 438
r75k3q0.8/48.3.cnf, 75, 48, 144
r75k3q0.8/257.1.cnf, 75, 257, 771
r75k3q0.8/262.4.cnf, 75, 262, 786
r75k3q0.8/41.4.cnf, 75, 41, 123
r75k3q0.8/164.2.cnf, 75, 164, 492
r75k3q0.8/30.5.cnf, 75, 30, 90
r75k3q0.8/19.2.cnf, 75, 19, 57
r75k3q0.8/192.2.cnf, 75, 192, 576
r75k3q0.8/131.4.cnf, 75, 131, 393
r75k3q0.8/211.5.cnf, 75, 211, 633
r75k3q0.8/168.5.cnf, 75, 168, 504
r75k3q0.8/99.5.cnf, 75, 99, 297
r75k3q0.8/128.1.cnf, 75, 128, 384
r75k3q0.8/268.2.cnf, 75, 268, 804
r75k3q0.8/209.3.cnf, 75, 209, 627
r75k3q0.8/203.3.cnf, 75, 203, 609
r75k3q0.8/16.3.cnf, 75, 16, 48
r75k3q0.8/1.3.cnf, 75, 1, 3
r75k3q0.8/96.3.cnf, 75, 96, 288
r75k3q0.8/175.4.cnf, 75, 175, 525
r75k3q0.8/110.4.cnf, 75, 110, 330
r75k3q0.8/130.2.cnf, 75, 130, 390
r75k3q0.8/290.3.cnf, 75, 290, 870
r75k3q0.8/184.4.cnf, 75, 184, 552
r75k3q0.8/148.5.cnf, 75, 148, 444
r75k3q0.8/68.4.cnf, 75, 68, 204
r75k3q0.8/126.5.cnf, 75, 126, 378
r75k3q0.8/92.4.cnf, 75, 92, 276
r75k3q0.8/36.1.cnf, 75, 36, 108
r75k3q0.8/100.2.cnf, 75, 100, 300
r75k3q0.8/111.4.cnf, 75, 111, 333
r75k3q0.8/248.4.cnf, 75, 248, 744
r75k3q0.8/177.2.cnf, 75, 177, 531
r75k3q0.8/56.2.cnf, 75, 56, 168
r75k3q0.8/111.5.cnf, 75, 111, 333
r75k3q0.8/6.3.cnf, 75, 6, 18
r75k3q0.8/227.2.cnf, 75, 227, 681
r75k3q0.8/44.2.cnf, 75, 44, 132
r75k3q0.8/190.2.cnf, 75, 190, 570
r75k3q0.8/134.3.cnf, 75, 134, 402
r75k3q0.8/159.2.cnf, 75, 159, 477
r75k3q0.8/149.4.cnf, 75, 149, 447
r75k3q0.8/64.1.cnf, 75, 64, 192
r75k3q0.8/166.5.cnf, 75, 166, 498
r75k3q0.8/199.4.cnf, 75, 199, 597
r75k3q0.8/110.2.cnf, 75, 110, 330
r75k3q0.8/221.3.cnf, 75, 221, 663
r75k3q0.8/67.2.cnf, 75, 67, 201
r75k3q0.8/200.2.cnf, 75, 200, 600
r75k3q0.8/181.2.cnf, 75, 181, 543
r75k3q0.8/171.4.cnf, 75, 171, 513
r75k3q0.8/60.5.cnf, 75, 60, 180
r75k3q0.8/103.3.cnf, 75, 103, 309
r75k3q0.8/144.2.cnf, 75, 144, 432
r75k3q0.8/59.3.cnf, 75, 59, 177
r75k3q0.8/165.3.cnf, 75, 165, 495
r75k3q0.8/137.2.cnf, 75, 137, 411
r75k3q0.8/229.3.cnf, 75, 229, 687
r75k3q0.8/167.4.cnf, 75, 167, 501
r75k3q0.8/193.2.cnf, 75, 193, 579
