file, #v, #c, #l
r75k3q0.6/285.5.cnf, 75, 285, 855
r75k3q0.6/176.5.cnf, 75, 176, 528
r75k3q0.6/171.5.cnf, 75, 171, 513
r75k3q0.6/220.3.cnf, 75, 220, 660
r75k3q0.6/363.1.cnf, 75, 363, 1089
r75k3q0.6/10.1.cnf, 75, 10, 30
r75k3q0.6/162.5.cnf, 75, 162, 486
r75k3q0.6/125.1.cnf, 75, 125, 375
r75k3q0.6/62.1.cnf, 75, 62, 186
r75k3q0.6/299.1.cnf, 75, 299, 897
r75k3q0.6/214.5.cnf, 75, 214, 642
r75k3q0.6/202.2.cnf, 75, 202, 606
r75k3q0.6/154.1.cnf, 75, 154, 462
r75k3q0.6/77.3.cnf, 75, 77, 231
r75k3q0.6/153.2.cnf, 75, 153, 459
r75k3q0.6/146.3.cnf, 75, 146, 438
r75k3q0.6/87.5.cnf, 75, 87, 261
r75k3q0.6/186.2.cnf, 75, 186, 558
r75k3q0.6/8.1.cnf, 75, 8, 24
r75k3q0.6/251.3.cnf, 75, 251, 753
r75k3q0.6/86.2.cnf, 75, 86, 258
r75k3q0.6/87.2.cnf, 75, 87, 261
r75k3q0.6/177.1.cnf, 75, 177, 531
r75k3q0.6/9.1.cnf, 75, 9, 27
r75k3q0.6/246.3.cnf, 75, 246, 738
r75k3q0.6/94.3.cnf, 75, 94, 282
r75k3q0.6/38.2.cnf, 75, 38, 114
r75k3q0.6/43.5.cnf, 75, 43, 129
r75k3q0.6/224.4.cnf, 75, 224, 672
r75k3q0.6/136.3.cnf, 75, 136, 408
r75k3q0.6/21.4.cnf, 75, 21, 63
r75k3q0.6/200.1.cnf, 75, 200, 600
r75k3q0.6/137.3.cnf, 75, 137, 411
r75k3q0.6/347.2.cnf, 75, 347, 1041
r75k3q0.6/24.4.cnf, 75, 24, 72
r75k3q0.6/17.4.cnf, 75, 17, 51
r75k3q0.6/312.5.cnf, 75, 312, 936
r75k3q0.6/25.5.cnf, 75, 25, 75
r75k3q0.6/77.4.cnf, 75, 77, 231
r75k3q0.6/113.4.cnf, 75, 113, 339
r75k3q0.6/257.5.cnf, 75, 257, 771
r75k3q0.6/88.3.cnf, 75, 88, 264
r75k3q0.6/142.4.cnf, 75, 142, 426
r75k3q0.6/161.3.cnf, 75, 161, 483
r75k3q0.6/40.1.cnf, 75, 40, 120
r75k3q0.6/323.5.cnf, 75, 323, 969
r75k3q0.6/246.1.cnf, 75, 246, 738
r75k3q0.6/256.2.cnf, 75, 256, 768
r75k3q0.6/9.2.cnf, 75, 9, 27
r75k3q0.6/252.2.cnf, 75, 252, 756
r75k3q0.6/37.4.cnf, 75, 37, 111
r75k3q0.6/103.2.cnf, 75, 103, 309
r75k3q0.6/151.3.cnf, 75, 151, 453
r75k3q0.6/33.1.cnf, 75, 33, 99
r75k3q0.6/180.5.cnf, 75, 180, 540
r75k3q0.6/246.4.cnf, 75, 246, 738
r75k3q0.6/302.3.cnf, 75, 302, 906
r75k3q0.6/232.3.cnf, 75, 232, 696
r75k3q0.6/221.2.cnf, 75, 221, 663
r75k3q0.6/122.5.cnf, 75, 122, 366
r75k3q0.6/242.4.cnf, 75, 242, 726
r75k3q0.6/58.5.cnf, 75, 58, 174
r75k3q0.6/27.5.cnf, 75, 27, 81
r75k3q0.6/230.1.cnf, 75, 230, 690
r75k3q0.6/102.3.cnf, 75, 102, 306
r75k3q0.6/277.1.cnf, 75, 277, 831
r75k3q0.6/185.2.cnf, 75, 185, 555
r75k3q0.6/119.2.cnf, 75, 119, 357
r75k3q0.6/138.3.cnf, 75, 138, 414
r75k3q0.6/230.5.cnf, 75, 230, 690
r75k3q0.6/204.2.cnf, 75, 204, 612
r75k3q0.6/11.3.cnf, 75, 11, 33
r75k3q0.6/102.2.cnf, 75, 102, 306
r75k3q0.6/149.2.cnf, 75, 149, 447
r75k3q0.6/32.2.cnf, 75, 32, 96
r75k3q0.6/220.1.cnf, 75, 220, 660
r75k3q0.6/236.4.cnf, 75, 236, 708
r75k3q0.6/13.3.cnf, 75, 13, 39
r75k3q0.6/284.5.cnf, 75, 284, 852
r75k3q0.6/155.1.cnf, 75, 155, 465
r75k3q0.6/42.4.cnf, 75, 42, 126
r75k3q0.6/32.1.cnf, 75, 32, 96
r75k3q0.6/194.2.cnf, 75, 194, 582
r75k3q0.6/238.3.cnf, 75, 238, 714
r75k3q0.6/164.3.cnf, 75, 164, 492
r75k3q0.6/30.2.cnf, 75, 30, 90
r75k3q0.6/242.3.cnf, 75, 242, 726
r75k3q0.6/47.4.cnf, 75, 47, 141
r75k3q0.6/80.3.cnf, 75, 80, 240
r75k3q0.6/251.5.cnf, 75, 251, 753
r75k3q0.6/253.5.cnf, 75, 253, 759
r75k3q0.6/108.3.cnf, 75, 108, 324
r75k3q0.6/77.1.cnf, 75, 77, 231
r75k3q0.6/130.5.cnf, 75, 130, 390
r75k3q0.6/98.5.cnf, 75, 98, 294
r75k3q0.6/204.1.cnf, 75, 204, 612
r75k3q0.6/245.5.cnf, 75, 245, 735
r75k3q0.6/218.2.cnf, 75, 218, 654
r75k3q0.6/243.5.cnf, 75, 243, 729
r75k3q0.6/129.3.cnf, 75, 129, 387
r75k3q0.6/153.4.cnf, 75, 153, 459
r75k3q0.6/112.1.cnf, 75, 112, 336
r75k3q0.6/167.3.cnf, 75, 167, 501
r75k3q0.6/148.4.cnf, 75, 148, 444
r75k3q0.6/151.2.cnf, 75, 151, 453
r75k3q0.6/36.3.cnf, 75, 36, 108
r75k3q0.6/75.1.cnf, 75, 75, 225
r75k3q0.6/122.3.cnf, 75, 122, 366
r75k3q0.6/237.3.cnf, 75, 237, 711
r75k3q0.6/57.5.cnf, 75, 57, 171
r75k3q0.6/237.1.cnf, 75, 237, 711
r75k3q0.6/259.1.cnf, 75, 259, 777
r75k3q0.6/91.3.cnf, 75, 91, 273
r75k3q0.6/172.3.cnf, 75, 172, 516
r75k3q0.6/147.1.cnf, 75, 147, 441
r75k3q0.6/255.5.cnf, 75, 255, 765
r75k3q0.6/250.2.cnf, 75, 250, 750
r75k3q0.6/293.4.cnf, 75, 293, 879
r75k3q0.6/153.5.cnf, 75, 153, 459
r75k3q0.6/117.3.cnf, 75, 117, 351
r75k3q0.6/213.5.cnf, 75, 213, 639
r75k3q0.6/120.1.cnf, 75, 120, 360
r75k3q0.6/118.5.cnf, 75, 118, 354
r75k3q0.6/266.1.cnf, 75, 266, 798
r75k3q0.6/85.3.cnf, 75, 85, 255
r75k3q0.6/231.3.cnf, 75, 231, 693
r75k3q0.6/145.2.cnf, 75, 145, 435
r75k3q0.6/3.4.cnf, 75, 3, 9
r75k3q0.6/4.4.cnf, 75, 4, 12
r75k3q0.6/27.1.cnf, 75, 27, 81
r75k3q0.6/99.4.cnf, 75, 99, 297
r75k3q0.6/2.5.cnf, 75, 2, 6
r75k3q0.6/172.5.cnf, 75, 172, 516
r75k3q0.6/45.2.cnf, 75, 45, 135
r75k3q0.6/62.4.cnf, 75, 62, 186
r75k3q0.6/88.4.cnf, 75, 88, 264
r75k3q0.6/191.4.cnf, 75, 191, 573
r75k3q0.6/217.3.cnf, 75, 217, 651
r75k3q0.6/127.4.cnf, 75, 127, 381
r75k3q0.6/79.2.cnf, 75, 79, 237
r75k3q0.6/88.2.cnf, 75, 88, 264
r75k3q0.6/215.2.cnf, 75, 215, 645
r75k3q0.6/56.4.cnf, 75, 56, 168
r75k3q0.6/66.4.cnf, 75, 66, 198
r75k3q0.6/109.1.cnf, 75, 109, 327
r75k3q0.6/121.5.cnf, 75, 121, 363
r75k3q0.6/22.5.cnf, 75, 22, 66
r75k3q0.6/36.4.cnf, 75, 36, 108
r75k3q0.6/179.5.cnf, 75, 179, 537
r75k3q0.6/54.3.cnf, 75, 54, 162
r75k3q0.6/258.2.cnf, 75, 258, 774
r75k3q0.6/257.4.cnf, 75, 257, 771
r75k3q0.6/76.3.cnf, 75, 76, 228
r75k3q0.6/38.5.cnf, 75, 38, 114
r75k3q0.6/67.3.cnf, 75, 67, 201
r75k3q0.6/193.3.cnf, 75, 193, 579
r75k3q0.6/330.1.cnf, 75, 330, 990
r75k3q0.6/203.1.cnf, 75, 203, 609
r75k3q0.6/90.5.cnf, 75, 90, 270
r75k3q0.6/120.4.cnf, 75, 120, 360
r75k3q0.6/274.4.cnf, 75, 274, 822
r75k3q0.6/96.5.cnf, 75, 96, 288
r75k3q0.6/194.5.cnf, 75, 194, 582
r75k3q0.6/89.2.cnf, 75, 89, 267
r75k3q0.6/208.4.cnf, 75, 208, 624
r75k3q0.6/229.1.cnf, 75, 229, 687
r75k3q0.6/162.4.cnf, 75, 162, 486
r75k3q0.6/298.5.cnf, 75, 298, 894
r75k3q0.6/202.1.cnf, 75, 202, 606
r75k3q0.6/197.2.cnf, 75, 197, 591
r75k3q0.6/66.3.cnf, 75, 66, 198
r75k3q0.6/82.1.cnf, 75, 82, 246
r75k3q0.6/283.4.cnf, 75, 283, 849
r75k3q0.6/249.2.cnf, 75, 249, 747
r75k3q0.6/195.1.cnf, 75, 195, 585
r75k3q0.6/307.5.cnf, 75, 307, 921
r75k3q0.6/111.3.cnf, 75, 111, 333
r75k3q0.6/154.5.cnf, 75, 154, 462
r75k3q0.6/94.5.cnf, 75, 94, 282
r75k3q0.6/228.1.cnf, 75, 228, 684
r75k3q0.6/204.4.cnf, 75, 204, 612
r75k3q0.6/57.2.cnf, 75, 57, 171
r75k3q0.6/92.1.cnf, 75, 92, 276
r75k3q0.6/90.4.cnf, 75, 90, 270
r75k3q0.6/4.2.cnf, 75, 4, 12
r75k3q0.6/43.2.cnf, 75, 43, 129
r75k3q0.6/294.4.cnf, 75, 294, 882
r75k3q0.6/247.2.cnf, 75, 247, 741
r75k3q0.6/192.3.cnf, 75, 192, 576
r75k3q0.6/48.1.cnf, 75, 48, 144
r75k3q0.6/227.1.cnf, 75, 227, 681
r75k3q0.6/108.5.cnf, 75, 108, 324
r75k3q0.6/228.4.cnf, 75, 228, 684
r75k3q0.6/121.3.cnf, 75, 121, 363
r75k3q0.6/116.1.cnf, 75, 116, 348
r75k3q0.6/12.5.cnf, 75, 12, 36
r75k3q0.6/157.4.cnf, 75, 157, 471
r75k3q0.6/224.2.cnf, 75, 224, 672
r75k3q0.6/74.3.cnf, 75, 74, 222
r75k3q0.6/99.1.cnf, 75, 99, 297
r75k3q0.6/10.3.cnf, 75, 10, 30
r75k3q0.6/218.4.cnf, 75, 218, 654
r75k3q0.6/26.4.cnf, 75, 26, 78
r75k3q0.6/196.5.cnf, 75, 196, 588
r75k3q0.6/278.2.cnf, 75, 278, 834
r75k3q0.6/173.2.cnf, 75, 173, 519
r75k3q0.6/139.3.cnf, 75, 139, 417
r75k3q0.6/96.2.cnf, 75, 96, 288
r75k3q0.6/189.5.cnf, 75, 189, 567
r75k3q0.6/239.3.cnf, 75, 239, 717
r75k3q0.6/187.3.cnf, 75, 187, 561
r75k3q0.6/280.1.cnf, 75, 280, 840
r75k3q0.6/260.5.cnf, 75, 260, 780
r75k3q0.6/210.4.cnf, 75, 210, 630
r75k3q0.6/298.4.cnf, 75, 298, 894
r75k3q0.6/237.2.cnf, 75, 237, 711
r75k3q0.6/44.4.cnf, 75, 44, 132
r75k3q0.6/63.4.cnf, 75, 63, 189
r75k3q0.6/247.1.cnf, 75, 247, 741
r75k3q0.6/10.5.cnf, 75, 10, 30
r75k3q0.6/255.2.cnf, 75, 255, 765
r75k3q0.6/23.2.cnf, 75, 23, 69
r75k3q0.6/46.3.cnf, 75, 46, 138
r75k3q0.6/73.4.cnf, 75, 73, 219
r75k3q0.6/158.1.cnf, 75, 158, 474
r75k3q0.6/154.3.cnf, 75, 154, 462
r75k3q0.6/74.5.cnf, 75, 74, 222
r75k3q0.6/233.4.cnf, 75, 233, 699
r75k3q0.6/135.2.cnf, 75, 135, 405
r75k3q0.6/233.3.cnf, 75, 233, 699
r75k3q0.6/85.5.cnf, 75, 85, 255
r75k3q0.6/35.4.cnf, 75, 35, 105
r75k3q0.6/311.2.cnf, 75, 311, 933
r75k3q0.6/146.5.cnf, 75, 146, 438
r75k3q0.6/222.1.cnf, 75, 222, 666
r75k3q0.6/309.2.cnf, 75, 309, 927
r75k3q0.6/114.4.cnf, 75, 114, 342
r75k3q0.6/126.1.cnf, 75, 126, 378
r75k3q0.6/120.2.cnf, 75, 120, 360
r75k3q0.6/152.1.cnf, 75, 152, 456
r75k3q0.6/20.2.cnf, 75, 20, 60
r75k3q0.6/124.3.cnf, 75, 124, 372
r75k3q0.6/23.5.cnf, 75, 23, 69
r75k3q0.6/82.2.cnf, 75, 82, 246
r75k3q0.6/90.1.cnf, 75, 90, 270
r75k3q0.6/44.1.cnf, 75, 44, 132
r75k3q0.6/112.3.cnf, 75, 112, 336
r75k3q0.6/4.3.cnf, 75, 4, 12
r75k3q0.6/76.4.cnf, 75, 76, 228
r75k3q0.6/3.5.cnf, 75, 3, 9
r75k3q0.6/151.1.cnf, 75, 151, 453
r75k3q0.6/201.2.cnf, 75, 201, 603
r75k3q0.6/165.4.cnf, 75, 165, 495
r75k3q0.6/242.2.cnf, 75, 242, 726
r75k3q0.6/253.1.cnf, 75, 253, 759
r75k3q0.6/48.4.cnf, 75, 48, 144
r75k3q0.6/61.3.cnf, 75, 61, 183
r75k3q0.6/232.5.cnf, 75, 232, 696
r75k3q0.6/255.3.cnf, 75, 255, 765
r75k3q0.6/173.5.cnf, 75, 173, 519
r75k3q0.6/118.3.cnf, 75, 118, 354
r75k3q0.6/84.3.cnf, 75, 84, 252
r75k3q0.6/282.4.cnf, 75, 282, 846
r75k3q0.6/77.2.cnf, 75, 77, 231
r75k3q0.6/127.1.cnf, 75, 127, 381
r75k3q0.6/225.3.cnf, 75, 225, 675
r75k3q0.6/187.2.cnf, 75, 187, 561
r75k3q0.6/314.3.cnf, 75, 314, 942
r75k3q0.6/158.4.cnf, 75, 158, 474
r75k3q0.6/59.1.cnf, 75, 59, 177
r75k3q0.6/218.3.cnf, 75, 218, 654
r75k3q0.6/53.4.cnf, 75, 53, 159
r75k3q0.6/59.5.cnf, 75, 59, 177
r75k3q0.6/276.2.cnf, 75, 276, 828
r75k3q0.6/267.1.cnf, 75, 267, 801
r75k3q0.6/219.4.cnf, 75, 219, 657
r75k3q0.6/126.3.cnf, 75, 126, 378
r75k3q0.6/203.4.cnf, 75, 203, 609
r75k3q0.6/180.1.cnf, 75, 180, 540
r75k3q0.6/186.3.cnf, 75, 186, 558
r75k3q0.6/24.3.cnf, 75, 24, 72
r75k3q0.6/62.5.cnf, 75, 62, 186
r75k3q0.6/183.2.cnf, 75, 183, 549
r75k3q0.6/174.5.cnf, 75, 174, 522
r75k3q0.6/192.5.cnf, 75, 192, 576
r75k3q0.6/17.2.cnf, 75, 17, 51
r75k3q0.6/312.1.cnf, 75, 312, 936
r75k3q0.6/212.4.cnf, 75, 212, 636
r75k3q0.6/225.1.cnf, 75, 225, 675
r75k3q0.6/50.3.cnf, 75, 50, 150
r75k3q0.6/281.3.cnf, 75, 281, 843
r75k3q0.6/107.3.cnf, 75, 107, 321
r75k3q0.6/67.4.cnf, 75, 67, 201
r75k3q0.6/226.3.cnf, 75, 226, 678
r75k3q0.6/249.5.cnf, 75, 249, 747
r75k3q0.6/132.3.cnf, 75, 132, 396
r75k3q0.6/144.5.cnf, 75, 144, 432
r75k3q0.6/319.3.cnf, 75, 319, 957
r75k3q0.6/272.4.cnf, 75, 272, 816
r75k3q0.6/33.3.cnf, 75, 33, 99
r75k3q0.6/173.3.cnf, 75, 173, 519
r75k3q0.6/135.3.cnf, 75, 135, 405
r75k3q0.6/32.4.cnf, 75, 32, 96
r75k3q0.6/13.4.cnf, 75, 13, 39
r75k3q0.6/274.1.cnf, 75, 274, 822
r75k3q0.6/287.1.cnf, 75, 287, 861
r75k3q0.6/271.1.cnf, 75, 271, 813
r75k3q0.6/28.5.cnf, 75, 28, 84
r75k3q0.6/278.3.cnf, 75, 278, 834
r75k3q0.6/270.3.cnf, 75, 270, 810
r75k3q0.6/39.3.cnf, 75, 39, 117
r75k3q0.6/160.3.cnf, 75, 160, 480
r75k3q0.6/37.1.cnf, 75, 37, 111
r75k3q0.6/236.2.cnf, 75, 236, 708
r75k3q0.6/122.1.cnf, 75, 122, 366
r75k3q0.6/159.4.cnf, 75, 159, 477
r75k3q0.6/121.1.cnf, 75, 121, 363
r75k3q0.6/206.2.cnf, 75, 206, 618
r75k3q0.6/131.2.cnf, 75, 131, 393
r75k3q0.6/38.3.cnf, 75, 38, 114
r75k3q0.6/271.3.cnf, 75, 271, 813
r75k3q0.6/38.1.cnf, 75, 38, 114
r75k3q0.6/213.4.cnf, 75, 213, 639
r75k3q0.6/80.5.cnf, 75, 80, 240
r75k3q0.6/243.2.cnf, 75, 243, 729
r75k3q0.6/96.4.cnf, 75, 96, 288
r75k3q0.6/138.4.cnf, 75, 138, 414
r75k3q0.6/215.4.cnf, 75, 215, 645
r75k3q0.6/132.1.cnf, 75, 132, 396
r75k3q0.6/178.2.cnf, 75, 178, 534
r75k3q0.6/198.5.cnf, 75, 198, 594
r75k3q0.6/257.3.cnf, 75, 257, 771
r75k3q0.6/125.4.cnf, 75, 125, 375
r75k3q0.6/38.4.cnf, 75, 38, 114
r75k3q0.6/145.1.cnf, 75, 145, 435
r75k3q0.6/143.5.cnf, 75, 143, 429
r75k3q0.6/243.4.cnf, 75, 243, 729
r75k3q0.6/275.4.cnf, 75, 275, 825
r75k3q0.6/106.4.cnf, 75, 106, 318
r75k3q0.6/321.1.cnf, 75, 321, 963
r75k3q0.6/278.4.cnf, 75, 278, 834
r75k3q0.6/139.1.cnf, 75, 139, 417
r75k3q0.6/50.2.cnf, 75, 50, 150
r75k3q0.6/306.5.cnf, 75, 306, 918
r75k3q0.6/82.4.cnf, 75, 82, 246
r75k3q0.6/80.2.cnf, 75, 80, 240
r75k3q0.6/210.3.cnf, 75, 210, 630
r75k3q0.6/137.4.cnf, 75, 137, 411
r75k3q0.6/234.3.cnf, 75, 234, 702
