file, Z, nbv, nbc
Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case126.cnf, 5.00000000, 3, 4
Benchmarks/V3/s526a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case143.cnf, 0, 63, 189
Benchmarks/Blasted_Real/blasted_case57.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case19.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case20.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case62.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case122.cnf, 5.00000000, 3, 4
Benchmarks/V15/s526_15_7.cnf, 0, 8, 24
Benchmarks/V15/s526a_15_7.cnf, 0, 12, 36
Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case131.cnf, 0, 171, 513
Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 5.00000000, 3, 4
Benchmarks/V3/s641_3_2.cnf, 8.00000000, 3, 1
Benchmarks/V7/s641_7_4.cnf, 0, 8, 24
Benchmarks/V3/s713_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case35.cnf, 5.00000000, 3, 4
Benchmarks/V7/s953a_7_4.cnf, 0, 8, 24
Benchmarks/FMEasy/toybox2.cnf, 8.00000000, 3, 1
Benchmarks/FMEasy/toybox.cnf, 8.00000000, 3, 1
Benchmarks/V15/s641_15_7.cnf, 0, 12, 36
Benchmarks/V3/s953a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/V15/s713_15_7.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case140.cnf, 5.00000000, 3, 4
Benchmarks/V7/s713_7_4.cnf, 0, 19, 57
Benchmarks/V15/s953a_15_7.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case125.cnf, 5.00000000, 3, 4
Benchmarks/V7/s820a_7_4.cnf, 0, 8, 24
Benchmarks/V3/s838_3_2.cnf, 8.00000000, 3, 1
Benchmarks/V7/s838_7_4.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case110.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case107.cnf, 0, 40, 120
Benchmarks/V7/s832a_7_4.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case214.cnf, 0, 25, 75
Benchmarks/Blasted_Real/blasted_case213.cnf, 0, 25, 75
Benchmarks/FMEasy/axTLS.cnf, 0, 30, 90
Benchmarks/V15/s820a_15_7.cnf, 0, 27, 81
Benchmarks/V15/s838_15_7.cnf, 0, 12, 36
Benchmarks/Blasted_Real/blasted_case34.cnf, 5.00000000, 3, 4
Benchmarks/V15/s832a_15_7.cnf, 0, 12, 36
Benchmarks/V3/s820a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/V3/s832a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case117.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case111.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case118.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case113.cnf, 5.00000000, 3, 4
Benchmarks/V7/s1238a_7_4.cnf, 0, 8, 24
Benchmarks/V7/s1196a_7_4.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_squaring23.cnf, 1.00000000, 15, 44
Benchmarks/Blasted_Real/blasted_case130.cnf, 2.00000000, 67, 199
Benchmarks/Blasted_Real/blasted_case12.cnf, 0, 41, 123
Benchmarks/V3/s1196a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/V15/s1238a_15_7.cnf, 0, 19, 57
Benchmarks/V15/s1196a_15_7.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case144.cnf, 0, 80, 240
Benchmarks/V7/s1423a_7_4.cnf, 0, 8, 24
Benchmarks/V3/s1238a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 0, 75, 225
Benchmarks/GuidanceService2.sk_2_27.cnf, 5.00000000, 3, 4
Benchmarks/V3/s1423a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_squaring24.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring22.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring27.cnf, 0, 37, 111
Benchmarks/Blasted_Real/blasted_squaring20.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring25.cnf, 0, 65, 195
Benchmarks/Blasted_Real/blasted_squaring21.cnf, 5.00000000, 3, 4
Benchmarks/V15/s1423a_15_7.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_squaring51.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring50.cnf, 5.00000000, 3, 4
Benchmarks/V7/s1488_7_4.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case211.cnf, 0, 70, 210
Benchmarks/Blasted_Real/blasted_case210.cnf, 0, 37, 111
Benchmarks/Blasted_Real/blasted_case208.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case207.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring26.cnf, 0, 133, 399
Benchmarks/Blasted_Real/blasted_case42.cnf, 0, 80, 240
Benchmarks/Blasted_Real/blasted_case18.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring1.cnf, 2.00000000, 14, 40
Benchmarks/V15/s1488_15_7.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 0, 25, 75
Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 0, 25, 75
Benchmarks/Blasted_Real/blasted_case139.cnf, 5.00000000, 3, 4
Benchmarks/tableBasedAddition.sk_240_1024.cnf, 0, 0, 0
Benchmarks/GuidanceService.sk_4_27.cnf, 0, 23, 69
Benchmarks/Blasted_Real/blasted_squaring11.cnf, 0, 70, 210
Benchmarks/Blasted_Real/blasted_squaring28.cnf, 0, 39, 117
Benchmarks/Blasted_Real/blasted_squaring30.cnf, 0, 54, 162
Benchmarks/V3/s1488_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 0, 137, 411
Benchmarks/Blasted_Real/blasted_case138.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/am31_sim.cnf, 0, 7, 21
Benchmarks/Blasted_Real/blasted_squaring70.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring3.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/sparc_erc32.cnf, 0, 7, 21
Benchmarks/Blasted_Real/blasted_squaring2.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/psim.cnf, 0, 6, 18
Benchmarks/Blasted_Real/blasted_case50.cnf, 4.00000000, 4, 8
Benchmarks/Blasted_Real/blasted_squaring6.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring5.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/sparc_leon.cnf, 0, 7, 21
Benchmarks/Blasted_Real/blasted_squaring4.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/sparclite_sim.cnf, 0, 7, 21
Benchmarks/FeatureModels/ceb_v850.cnf, 0, 6, 18
Benchmarks/FeatureModels/calm16_ceb.cnf, 0, 7, 21
Benchmarks/FeatureModels/calm32_ceb.cnf, 0, 7, 21
Benchmarks/FeatureModels/tx39_sim.cnf, 0, 7, 21
Benchmarks/FeatureModels/h8300h_sim.cnf, 0, 7, 21
Benchmarks/FeatureModels/h8s_sim.cnf, 0, 7, 21
Benchmarks/FeatureModels/sleb.cnf, 0, 7, 21
Benchmarks/FeatureModels/fads.cnf, 0, 7, 21
Benchmarks/FeatureModels/cma230.cnf, 0, 17, 51
Benchmarks/FeatureModels/aeb.cnf, 0, 17, 51
Benchmarks/FeatureModels/gps4020.cnf, 0, 17, 51
Benchmarks/FeatureModels/mpc50.cnf, 0, 17, 51
Benchmarks/Blasted_Real/blasted_case209.cnf, 4.00000000, 27, 77
Benchmarks/Blasted_Real/blasted_case212.cnf, 4.00000000, 27, 77
Benchmarks/FeatureModels/stdeval1.cnf, 0, 7, 21
Benchmarks/FeatureModels/edosk2674.cnf, 0, 7, 21
Benchmarks/FeatureModels/brutus.cnf, 0, 17, 51
Benchmarks/FeatureModels/sa1100mm.cnf, 0, 17, 51
Benchmarks/FeatureModels/prpmc1100.cnf, 0, 17, 51
Benchmarks/FeatureModels/pid.cnf, 0, 17, 51
Benchmarks/FeatureModels/jmr3904.cnf, 0, 7, 21
Benchmarks/FeatureModels/mb93093.cnf, 0, 6, 18
Benchmarks/FeatureModels/linux.cnf, 0, 6, 18
Benchmarks/FeatureModels/cma28x.cnf, 0, 7, 21
Benchmarks/FeatureModels/h8max.cnf, 0, 7, 21
Benchmarks/FeatureModels/csb281.cnf, 0, 6, 18
Benchmarks/FeatureModels/aki3068net.cnf, 0, 7, 21
Benchmarks/FeatureModels/eb42.cnf, 0, 17, 51
Benchmarks/FeatureModels/mac7100evb.cnf, 0, 17, 51
Benchmarks/FeatureModels/mace1.cnf, 0, 17, 51
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 0, 7, 21
Benchmarks/FeatureModels/skmb91302.cnf, 0, 7, 21
Benchmarks/FeatureModels/frv400.cnf, 0, 6, 18
Benchmarks/FeatureModels/eb40.cnf, 0, 17, 51
Benchmarks/FeatureModels/ref4955.cnf, 0, 7, 21
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 0, 7, 21
Benchmarks/FeatureModels/eb40a.cnf, 0, 17, 51
Benchmarks/FeatureModels/grg.cnf, 0, 17, 51
Benchmarks/FeatureModels/jtst.cnf, 0, 17, 51
Benchmarks/FeatureModels/excalibur_arm9.cnf, 0, 24, 72
Benchmarks/FeatureModels/ebsa285.cnf, 0, 17, 51
Benchmarks/FeatureModels/edb7xxx.cnf, 0, 17, 51
Benchmarks/FeatureModels/ixdp425.cnf, 0, 17, 51
Benchmarks/FeatureModels/snds.cnf, 0, 19, 57
Benchmarks/FeatureModels/cq7708.cnf, 0, 17, 51
Benchmarks/FeatureModels/picasso.cnf, 0, 17, 51
Benchmarks/Blasted_Real/blasted_case37.cnf, 3.00000000, 33, 96
Benchmarks/FeatureModels/lpcmt.cnf, 0, 17, 51
Benchmarks/FeatureModels/mcb2100.cnf, 0, 17, 51
Benchmarks/FeatureModels/p2106.cnf, 0, 17, 51
Benchmarks/FeatureModels/uE250.cnf, 0, 15, 45
Benchmarks/FeatureModels/mb93091.cnf, 0, 6, 18
Benchmarks/FeatureModels/asb.cnf, 0, 7, 21
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 0, 80, 240
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 0, 7, 21
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 0, 7, 21
Benchmarks/FeatureModels/pc_vmWare.cnf, 0, 6, 18
Benchmarks/FeatureModels/iq80321.cnf, 0, 17, 51
Benchmarks/FeatureModels/sh7708.cnf, 0, 17, 51
Benchmarks/FeatureModels/asb2305.cnf, 0, 7, 21
Benchmarks/FeatureModels/iq80310.cnf, 0, 17, 51
Benchmarks/FeatureModels/npwr.cnf, 0, 17, 51
Benchmarks/FeatureModels/vads.cnf, 0, 7, 21
Benchmarks/FeatureModels/ts6.cnf, 0, 7, 21
Benchmarks/FMEasy/ecos-icse11.cnf, 0, 7, 21
Benchmarks/FeatureModels/integrator_arm7.cnf, 0, 17, 51
Benchmarks/FeatureModels/pc_i82544.cnf, 0, 6, 18
Benchmarks/FeatureModels/pc_i82559.cnf, 0, 6, 18
Benchmarks/FeatureModels/vrc4373.cnf, 0, 7, 21
Benchmarks/FeatureModels/olpch2294.cnf, 0, 17, 51
Benchmarks/FeatureModels/XSEngine.cnf, 0, 17, 51
Benchmarks/FeatureModels/refidt334.cnf, 0, 6, 18
Benchmarks/FeatureModels/flexanet.cnf, 0, 17, 51
Benchmarks/FeatureModels/nano.cnf, 0, 17, 51
Benchmarks/FeatureModels/aim711.cnf, 0, 15, 45
Benchmarks/FeatureModels/assabet.cnf, 0, 17, 51
Benchmarks/FeatureModels/e7t.cnf, 0, 17, 51
Benchmarks/FeatureModels/ocelot.cnf, 0, 6, 18
Benchmarks/FeatureModels/pati.cnf, 0, 7, 21
Benchmarks/FeatureModels/stb.cnf, 0, 7, 21
Benchmarks/FeatureModels/dreamcast.cnf, 0, 7, 21
Benchmarks/FeatureModels/smdk2410.cnf, 0, 24, 72
Benchmarks/FeatureModels/eb55.cnf, 0, 17, 51
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_squaring10.cnf, 5.00000000, 3, 4
Benchmarks/FeatureModels/olpcl2294.cnf, 0, 17, 51
Benchmarks/FeatureModels/olpce2294.cnf, 0, 17, 51
Benchmarks/FeatureModels/phycore.cnf, 0, 17, 51
Benchmarks/FeatureModels/adderII.cnf, 0, 6, 18
Benchmarks/FeatureModels/ipaq.cnf, 0, 19, 57
Benchmarks/FeatureModels/cerf.cnf, 0, 17, 51
Benchmarks/FeatureModels/pc_rltk8139.cnf, 0, 7, 21
Benchmarks/FeatureModels/sh4_202_md.cnf, 0, 7, 21
Benchmarks/FeatureModels/cerfpda.cnf, 0, 17, 51
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 0, 105, 315
Benchmarks/FeatureModels/vrc4375.cnf, 0, 7, 21
Benchmarks/FeatureModels/at91sam7sek.cnf, 0, 17, 51
Benchmarks/FeatureModels/cme555.cnf, 0, 7, 21
Benchmarks/FeatureModels/cq7750.cnf, 0, 7, 21
Benchmarks/FeatureModels/ec555.cnf, 0, 7, 21
Benchmarks/FeatureModels/innovator.cnf, 0, 24, 72
Benchmarks/FeatureModels/adder.cnf, 0, 7, 21
Benchmarks/FeatureModels/stm3210e_eval.cnf, 0, 7, 21
Benchmarks/FeatureModels/hs7729pci.cnf, 0, 7, 21
Benchmarks/FeatureModels/pc_usb_d12.cnf, 0, 7, 21
Benchmarks/FeatureModels/at91sam7xek.cnf, 0, 17, 51
Benchmarks/FeatureModels/integrator_arm9.cnf, 0, 24, 72
Benchmarks/FeatureModels/m5272c3.cnf, 0, 6, 18
Benchmarks/FeatureModels/mbx.cnf, 0, 7, 21
Benchmarks/FeatureModels/sam7ex256.cnf, 0, 17, 51
Benchmarks/FeatureModels/moab.cnf, 0, 7, 21
Benchmarks/FeatureModels/phycore229x.cnf, 0, 15, 45
Benchmarks/FeatureModels/ea2468.cnf, 0, 17, 51
Benchmarks/FeatureModels/se7751.cnf, 0, 7, 21
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 0, 20, 60
Benchmarks/10.sk_1_46.cnf, 0, 17, 51
Benchmarks/FeatureModels/ts1000.cnf, 0, 7, 21
Benchmarks/FeatureModels/rattler.cnf, 0, 7, 21
Benchmarks/27.sk_3_32.cnf, 0, 31, 93
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 0, 66, 198
Benchmarks/FeatureModels/viper.cnf, 0, 7, 21
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 0, 113, 339
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 0, 54, 162
Benchmarks/FeatureModels/se77x9.cnf, 0, 17, 51
Benchmarks/FeatureModels/aaed2000.cnf, 0, 24, 72
Benchmarks/Blasted_Real/blasted_case49.cnf, 0, 74, 222
Benchmarks/FMEasy/fiasco.cnf, 0, 43, 129
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 0, 53, 159
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 0, 109, 327
Benchmarks/PhaseService.sk_14_27.cnf, 0, 24, 72
Benchmarks/FMEasy/uClinux.cnf, 0, 0, 0
Benchmarks/ActivityService.sk_11_27.cnf, 0, 6, 18
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 0, 57, 171
Benchmarks/ActivityService2.sk_10_27.cnf, 0, 24, 72
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 0, 83, 249
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 0, 100, 300
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 0, 41, 123
Benchmarks/111.sk_2_36.cnf, 0, 26, 78
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 0, 84, 252
Benchmarks/Blasted_Real/blasted_case142.cnf, 0, 41, 123
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 0, 102, 306
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case114.cnf, 0, 62, 186
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 0, 43, 129
Benchmarks/53.sk_4_32.cnf, 0, 65, 195
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case116.cnf, 0, 62, 186
Benchmarks/FMEasy/freebsd-icse11.cnf, 0, 20, 60
Benchmarks/55.sk_3_46.cnf, 0, 70, 210
