file, Z, nbv, nbc
Benchmarks/Blasted_Real/blasted_case38.cnf, 0, 55, 110
Benchmarks/Blasted_Real/blasted_case105.cnf, 0, 115, 230
Benchmarks/V3/s349_3_2.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case68.cnf, 0, 50, 100
Benchmarks/Blasted_Real/blasted_case46.cnf, 0, 19, 38
Benchmarks/V3/s344_3_2.cnf, 0, 21, 42
Benchmarks/Blasted_Real/blasted_case54.cnf, 0, 29, 58
Benchmarks/Blasted_Real/blasted_case1.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case5.cnf, 0, 61, 122
Benchmarks/Blasted_Real/blasted_case44.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case202.cnf, 0, 27, 54
Benchmarks/Blasted_Real/blasted_case106.cnf, 0, 106, 212
Benchmarks/Blasted_Real/blasted_case56.cnf, 0, 40, 80
Benchmarks/Blasted_Real/blasted_case201.cnf, 0, 27, 54
Benchmarks/Blasted_Real/blasted_case203.cnf, 0, 36, 72
Benchmarks/V7/s349_7_4.cnf, 0, 21, 42
Benchmarks/V3/s298_3_2.cnf, 0, 41, 82
Benchmarks/Blasted_Real/blasted_case205.cnf, 0, 36, 72
Benchmarks/Blasted_Real/blasted_case136.cnf, 0, 32, 64
Benchmarks/Blasted_Real/blasted_case204.cnf, 0, 36, 72
Benchmarks/Blasted_Real/blasted_case133.cnf, 0, 36, 72
Benchmarks/Blasted_Real/blasted_case108.cnf, 0, 37, 74
Benchmarks/Blasted_Real/blasted_case145.cnf, 0, 19, 38
Benchmarks/V7/s344_7_4.cnf, 0, 38, 76
Benchmarks/V7/s298_7_4.cnf, 0, 16, 32
Benchmarks/Blasted_Real/blasted_case132.cnf, 0, 81, 162
Benchmarks/Blasted_Real/blasted_case146.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_case_1_b14_1.cnf, 0, 97, 194
Benchmarks/V3/s382_3_2.cnf, 0, 13, 26
Benchmarks/Blasted_Real/blasted_case135.cnf, 0, 81, 162
Benchmarks/Blasted_Real/blasted_case39.cnf, 0, 29, 58
Benchmarks/Blasted_Real/blasted_case14.cnf, 0, 98, 196
Benchmarks/Blasted_Real/blasted_case41.cnf, 0, 29, 58
Benchmarks/Blasted_Real/blasted_case40.cnf, 0, 29, 58
Benchmarks/Blasted_Real/blasted_case_3_b14_1.cnf, 0, 97, 194
Benchmarks/Blasted_Real/blasted_case109.cnf, 0, 31, 62
Benchmarks/Blasted_Real/blasted_case_2_b14_1.cnf, 0, 97, 194
Benchmarks/Blasted_Real/blasted_case119.cnf, 0, 24, 48
Benchmarks/V7/s382_7_4.cnf, 0, 65, 130
Benchmarks/Blasted_Real/blasted_case_1_b14_2.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_case_3_b14_2.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_case_2_b14_2.cnf, 0, 19, 38
Benchmarks/V15/s344_15_7.cnf, 0, 29, 58
Benchmarks/V15/s349_15_7.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_case9.cnf, 0, 145, 290
Benchmarks/Blasted_Real/blasted_case123.cnf, 0, 56, 112
Benchmarks/Blasted_Real/blasted_case120.cnf, 0, 46, 92
Benchmarks/V3/s444_3_2.cnf, 0, 34, 68
Benchmarks/Blasted_Real/blasted_case61.cnf, 0, 96, 192
Benchmarks/V15/s298_15_7.cnf, 0, 60, 120
Benchmarks/V3/s510_3_2.cnf, 0, 34, 68
Benchmarks/V3/s420_new_3_2.cnf, 0, 54, 108
Benchmarks/V3/s420_3_2.cnf, 0, 54, 108
Benchmarks/V3/s420_new1_3_2.cnf, 0, 54, 108
Benchmarks/Blasted_Real/blasted_case3.cnf, 0, 20, 40
Benchmarks/Blasted_Real/blasted_case57.cnf, 0, 33, 66
Benchmarks/Blasted_Real/blasted_case62.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_case110.cnf, 0, 35, 70
Benchmarks/Blasted_Real/blasted_case121.cnf, 0, 69, 138
Benchmarks/V7/s444_7_4.cnf, 0, 20, 40
Benchmarks/Blasted_Real/blasted_case_1_b14_3.cnf, 0, 46, 92
Benchmarks/Blasted_Real/blasted_case_3_b14_3.cnf, 0, 46, 92
Benchmarks/V7/s420_7_4.cnf, 0, 48, 96
Benchmarks/Blasted_Real/blasted_case_2_b14_3.cnf, 0, 46, 92
Benchmarks/V7/s420_new_7_4.cnf, 0, 48, 96
Benchmarks/V7/s420_new1_7_4.cnf, 0, 48, 96
Benchmarks/Blasted_Real/blasted_case126.cnf, 0, 38, 76
Benchmarks/Blasted_Real/blasted_case2.cnf, 0, 21, 42
Benchmarks/Blasted_Real/blasted_case15.cnf, 0, 89, 178
Benchmarks/polynomial.sk_7_25.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case113.cnf, 0, 20, 40
Benchmarks/V15/s510_15_7.cnf, 0, 30, 60
Benchmarks/V15/s382_15_7.cnf, 0, 13, 26
Benchmarks/Blasted_Real/blasted_case118.cnf, 0, 64, 128
Benchmarks/V7/s510_7_4.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case_1_b11_1.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_case111.cnf, 0, 46, 92
Benchmarks/V15/s420_new_15_7.cnf, 0, 71, 142
Benchmarks/V15/s420_new1_15_7.cnf, 0, 23, 46
Benchmarks/Blasted_Real/blasted_case_0_b11_1.cnf, 0, 26, 52
Benchmarks/V3/s526_3_2.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_case6.cnf, 0, 43, 86
Benchmarks/V15/s420_15_7.cnf, 0, 23, 46
Benchmarks/registerlesSwap.sk_3_10.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_case122.cnf, 0, 95, 190
Benchmarks/Blasted_Real/blasted_case10.cnf, 0, 178, 356
Benchmarks/Blasted_Real/blasted_case117.cnf, 0, 27, 54
Benchmarks/V3/s526a_3_2.cnf, 0, 38, 76
Benchmarks/V7/s526_7_4.cnf, 0, 34, 68
Benchmarks/V7/s526a_7_4.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_case20.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_case19.cnf, 0, 37, 74
Benchmarks/V15/s444_15_7.cnf, 0, 69, 138
Benchmarks/V15/s526_15_7.cnf, 0, 13, 26
Benchmarks/Blasted_Real/blasted_case125.cnf, 0, 37, 74
Benchmarks/V15/s526a_15_7.cnf, 0, 30, 60
Benchmarks/Blasted_Real/blasted_case35.cnf, 0, 33, 66
Benchmarks/Blasted_Real/blasted_case_0_b12_1.cnf, 0, 65, 130
Benchmarks/V3/s641_3_2.cnf, 0, 82, 164
Benchmarks/Blasted_Real/blasted_case_2_b12_1.cnf, 0, 65, 130
Benchmarks/Blasted_Real/blasted_case34.cnf, 0, 65, 130
Benchmarks/Blasted_Real/blasted_case_1_b12_1.cnf, 0, 65, 130
Benchmarks/Blasted_Real/blasted_case143.cnf, 0, 31, 62
Benchmarks/V3/s713_3_2.cnf, 0, 17, 34
Benchmarks/V7/s641_7_4.cnf, 0, 20, 40
Benchmarks/FMEasy/toybox2.cnf, 0, 10, 20
Benchmarks/Blasted_Real/blasted_case131.cnf, 0, 42, 84
Benchmarks/FMEasy/toybox.cnf, 0, 10, 20
Benchmarks/V3/s953a_3_2.cnf, 0, 82, 164
Benchmarks/V7/s713_7_4.cnf, 0, 73, 146
Benchmarks/V7/s953a_7_4.cnf, 0, 49, 98
Benchmarks/Blasted_Real/blasted_case116.cnf, 0, 30, 60
Benchmarks/Blasted_Real/blasted_squaring51.cnf, 0, 52, 104
Benchmarks/V15/s641_15_7.cnf, 0, 38, 76
Benchmarks/V15/s713_15_7.cnf, 0, 40, 80
Benchmarks/Blasted_Real/blasted_case140.cnf, 0, 70, 140
Benchmarks/Blasted_Real/blasted_case114.cnf, 0, 66, 132
Benchmarks/V3/s820a_3_2.cnf, 0, 36, 72
Benchmarks/Blasted_Real/blasted_squaring50.cnf, 0, 31, 62
Benchmarks/Blasted_Real/blasted_case115.cnf, 0, 37, 74
Benchmarks/V15/s953a_15_7.cnf, 0, 45, 90
Benchmarks/FMEasy/axTLS.cnf, 0, 8, 16
Benchmarks/V7/s832a_7_4.cnf, 0, 15, 30
Benchmarks/V7/s820a_7_4.cnf, 0, 42, 84
Benchmarks/V3/s832a_3_2.cnf, 0, 32, 64
Benchmarks/Blasted_Real/blasted_case18.cnf, 0, 31, 62
Benchmarks/V15/s820a_15_7.cnf, 0, 11, 22
Benchmarks/V7/s838_7_4.cnf, 0, 62, 124
Benchmarks/V3/s838_3_2.cnf, 0, 87, 174
Benchmarks/Blasted_Real/blasted_case107.cnf, 0, 21, 42
Benchmarks/V15/s832a_15_7.cnf, 0, 34, 68
Benchmarks/V3/s1238a_3_2.cnf, 0, 45, 90
Benchmarks/Blasted_Real/blasted_squaring22.cnf, 0, 28, 56
Benchmarks/GuidanceService2.sk_2_27.cnf, 0, 25, 50
Benchmarks/V7/s1238a_7_4.cnf, 0, 42, 84
Benchmarks/V3/s1196a_3_2.cnf, 0, 59, 118
Benchmarks/Blasted_Real/blasted_case130.cnf, 0, 36, 72
Benchmarks/V15/s838_15_7.cnf, 0, 66, 132
Benchmarks/Blasted_Real/blasted_squaring24.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_squaring23.cnf, 0, 35, 70
Benchmarks/Blasted_Real/blasted_squaring20.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_squaring21.cnf, 0, 17, 34
Benchmarks/V7/s1196a_7_4.cnf, 0, 56, 112
Benchmarks/Blasted_Real/blasted_case213.cnf, 0, 86, 172
Benchmarks/V15/s1238a_15_7.cnf, 0, 30, 60
Benchmarks/Blasted_Real/blasted_case214.cnf, 0, 106, 212
Benchmarks/Blasted_Real/blasted_case12.cnf, 0, 14, 28
Benchmarks/V7/s1423a_7_4.cnf, 0, 28, 56
Benchmarks/V15/s1196a_15_7.cnf, 0, 50, 100
Benchmarks/V3/s1423a_3_2.cnf, 0, 28, 56
Benchmarks/V3/s1488_3_2.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case144.cnf, 0, 54, 108
Benchmarks/Blasted_Real/blasted_case207.cnf, 0, 55, 110
Benchmarks/V15/s1423a_15_7.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case208.cnf, 0, 55, 110
Benchmarks/Blasted_Real/blasted_case_0_b12_2.cnf, 0, 64, 128
Benchmarks/V7/s1488_7_4.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_squaring27.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_case_2_b12_2.cnf, 0, 64, 128
Benchmarks/Blasted_Real/blasted_case_1_b12_2.cnf, 0, 64, 128
Benchmarks/Blasted_Real/blasted_squaring25.cnf, 0, 55, 110
Benchmarks/V15/s1488_15_7.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case_0_b14_1.cnf, 0, 64, 128
Benchmarks/Blasted_Real/blasted_squaring70.cnf, 0, 23, 46
Benchmarks/Blasted_Real/blasted_case210.cnf, 0, 29, 58
Benchmarks/Blasted_Real/blasted_case50.cnf, 0, 89, 178
Benchmarks/Blasted_Real/blasted_case138.cnf, 0, 195, 390
Benchmarks/Blasted_Real/blasted_squaring2.cnf, 0, 49, 98
Benchmarks/Blasted_Real/blasted_case42.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_squaring1.cnf, 0, 23, 46
Benchmarks/Blasted_Real/blasted_case211.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_squaring5.cnf, 0, 7, 14
Benchmarks/Blasted_Real/blasted_squaring3.cnf, 0, 7, 14
Benchmarks/Blasted_Real/blasted_squaring6.cnf, 0, 7, 14
Benchmarks/Blasted_Real/blasted_squaring4.cnf, 0, 35, 70
Benchmarks/GuidanceService.sk_4_27.cnf, 0, 8, 16
Benchmarks/tableBasedAddition.sk_240_1024.cnf, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring26.cnf, 0, 41, 82
Benchmarks/Blasted_Real/blasted_case139.cnf, 0, 60, 120
Benchmarks/FeatureModels/sparc_erc32.cnf, 0, 5, 10
Benchmarks/FeatureModels/sparc_leon.cnf, 0, 5, 10
Benchmarks/FeatureModels/am31_sim.cnf, 0, 8, 16
Benchmarks/Blasted_Real/blasted_squaring11.cnf, 0, 9, 18
Benchmarks/FeatureModels/sparclite_sim.cnf, 0, 5, 10
Benchmarks/FeatureModels/calm16_ceb.cnf, 0, 8, 16
Benchmarks/FeatureModels/calm32_ceb.cnf, 0, 8, 16
Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 0, 87, 174
Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 0, 23, 46
Benchmarks/FeatureModels/tx39_sim.cnf, 0, 14, 28
Benchmarks/FeatureModels/psim.cnf, 0, 10, 20
Benchmarks/FeatureModels/fads.cnf, 0, 5, 10
Benchmarks/FeatureModels/sleb.cnf, 0, 5, 10
Benchmarks/FeatureModels/h8s_sim.cnf, 0, 10, 20
Benchmarks/Blasted_Real/blasted_squaring30.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_squaring28.cnf, 0, 24, 48
Benchmarks/FeatureModels/h8300h_sim.cnf, 0, 54, 108
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 0, 44, 88
Benchmarks/FeatureModels/ceb_v850.cnf, 0, 34, 68
Benchmarks/Blasted_Real/blasted_squaring10.cnf, 0, 69, 138
Benchmarks/FeatureModels/stdeval1.cnf, 0, 16, 32
Benchmarks/FeatureModels/aki3068net.cnf, 0, 14, 28
Benchmarks/FeatureModels/cma28x.cnf, 0, 10, 20
Benchmarks/FeatureModels/h8max.cnf, 0, 7, 14
Benchmarks/FeatureModels/jmr3904.cnf, 0, 34, 68
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 0, 14, 28
Benchmarks/Blasted_Real/blasted_case209.cnf, 0, 28, 56
Benchmarks/FeatureModels/edosk2674.cnf, 0, 44, 88
Benchmarks/FeatureModels/aeb.cnf, 0, 16, 32
Benchmarks/FeatureModels/cma230.cnf, 0, 6, 12
Benchmarks/Blasted_Real/blasted_case212.cnf, 0, 28, 56
Benchmarks/FeatureModels/mpc50.cnf, 0, 9, 18
Benchmarks/FeatureModels/gps4020.cnf, 0, 9, 18
Benchmarks/Blasted_Real/blasted_case37.cnf, 0, 67, 134
Benchmarks/FeatureModels/skmb91302.cnf, 0, 10, 20
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 0, 13, 26
Benchmarks/FeatureModels/ref4955.cnf, 0, 8, 16
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 0, 84, 168
Benchmarks/FeatureModels/snds.cnf, 0, 17, 34
Benchmarks/FeatureModels/brutus.cnf, 0, 9, 18
Benchmarks/FeatureModels/asb.cnf, 0, 8, 16
Benchmarks/FeatureModels/prpmc1100.cnf, 0, 16, 32
Benchmarks/FeatureModels/pid.cnf, 0, 16, 32
Benchmarks/FeatureModels/mb93093.cnf, 0, 10, 20
Benchmarks/FeatureModels/sa1100mm.cnf, 0, 14, 28
Benchmarks/FeatureModels/linux.cnf, 0, 22, 44
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 0, 14, 28
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 0, 15, 30
Benchmarks/FeatureModels/csb281.cnf, 0, 7, 14
Benchmarks/FeatureModels/eb42.cnf, 0, 14, 28
Benchmarks/FeatureModels/mac7100evb.cnf, 0, 15, 30
Benchmarks/FeatureModels/mace1.cnf, 0, 14, 28
Benchmarks/FeatureModels/frv400.cnf, 0, 15, 30
Benchmarks/FeatureModels/eb40.cnf, 0, 14, 28
Benchmarks/FeatureModels/eb40a.cnf, 0, 14, 28
Benchmarks/FeatureModels/grg.cnf, 0, 16, 32
Benchmarks/FeatureModels/vads.cnf, 0, 9, 18
Benchmarks/FeatureModels/jtst.cnf, 0, 9, 18
Benchmarks/FeatureModels/ts6.cnf, 0, 8, 16
Benchmarks/FeatureModels/asb2305.cnf, 0, 10, 20
Benchmarks/FeatureModels/edb7xxx.cnf, 0, 9, 18
Benchmarks/FeatureModels/ebsa285.cnf, 0, 18, 36
Benchmarks/FMEasy/ecos-icse11.cnf, 0, 35, 70
Benchmarks/FeatureModels/ixdp425.cnf, 0, 18, 36
Benchmarks/FeatureModels/vrc4373.cnf, 0, 14, 28
Benchmarks/FeatureModels/picasso.cnf, 0, 16, 32
Benchmarks/FeatureModels/pati.cnf, 0, 10, 20
Benchmarks/FeatureModels/lpcmt.cnf, 0, 21, 42
Benchmarks/FeatureModels/p2106.cnf, 0, 9, 18
Benchmarks/FeatureModels/uE250.cnf, 0, 12, 24
Benchmarks/FeatureModels/mcb2100.cnf, 0, 9, 18
Benchmarks/FeatureModels/mb93091.cnf, 0, 10, 20
Benchmarks/FeatureModels/stb.cnf, 0, 15, 30
Benchmarks/FeatureModels/dreamcast.cnf, 0, 8, 16
Benchmarks/FeatureModels/pc_vmWare.cnf, 0, 13, 26
Benchmarks/FeatureModels/iq80321.cnf, 0, 9, 18
Benchmarks/FeatureModels/iq80310.cnf, 0, 16, 32
Benchmarks/FeatureModels/ipaq.cnf, 0, 18, 36
Benchmarks/FeatureModels/pc_rltk8139.cnf, 0, 10, 20
Benchmarks/FeatureModels/sh4_202_md.cnf, 0, 14, 28
Benchmarks/FeatureModels/npwr.cnf, 0, 20, 40
Benchmarks/FeatureModels/vrc4375.cnf, 0, 10, 20
Benchmarks/FeatureModels/integrator_arm7.cnf, 0, 16, 32
Benchmarks/FeatureModels/pc_i82559.cnf, 0, 11, 22
Benchmarks/FeatureModels/pc_i82544.cnf, 0, 12, 24
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 0, 15, 30
Benchmarks/FeatureModels/XSEngine.cnf, 0, 18, 36
Benchmarks/FeatureModels/olpch2294.cnf, 0, 15, 30
Benchmarks/FeatureModels/aim711.cnf, 0, 8, 16
Benchmarks/FeatureModels/nano.cnf, 0, 16, 32
Benchmarks/FeatureModels/refidt334.cnf, 0, 10, 20
Benchmarks/FeatureModels/flexanet.cnf, 0, 12, 24
Benchmarks/FeatureModels/assabet.cnf, 0, 9, 18
Benchmarks/FeatureModels/e7t.cnf, 0, 14, 28
Benchmarks/FeatureModels/cq7750.cnf, 0, 19, 38
Benchmarks/FeatureModels/cme555.cnf, 0, 14, 28
Benchmarks/FeatureModels/ocelot.cnf, 0, 14, 28
Benchmarks/FeatureModels/ec555.cnf, 0, 10, 20
Benchmarks/FeatureModels/stm3210e_eval.cnf, 0, 10, 20
Benchmarks/FeatureModels/eb55.cnf, 0, 8, 16
Benchmarks/FeatureModels/adder.cnf, 0, 12, 24
Benchmarks/FeatureModels/olpcl2294.cnf, 0, 20, 40
Benchmarks/FeatureModels/phycore.cnf, 0, 9, 18
Benchmarks/FeatureModels/olpce2294.cnf, 0, 36, 72
Benchmarks/FeatureModels/cerf.cnf, 0, 18, 36
Benchmarks/FeatureModels/adderII.cnf, 0, 14, 28
Benchmarks/FeatureModels/pc_usb_d12.cnf, 0, 9, 18
Benchmarks/FeatureModels/moab.cnf, 0, 11, 22
Benchmarks/FeatureModels/cerfpda.cnf, 0, 23, 46
Benchmarks/FeatureModels/at91sam7sek.cnf, 0, 19, 38
Benchmarks/FeatureModels/mbx.cnf, 0, 26, 52
Benchmarks/FeatureModels/se7751.cnf, 0, 18, 36
Benchmarks/FeatureModels/viper.cnf, 0, 10, 20
Benchmarks/FeatureModels/ts1000.cnf, 0, 19, 38
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 0, 21, 42
Benchmarks/FeatureModels/at91sam7xek.cnf, 0, 28, 56
Benchmarks/FeatureModels/rattler.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 0, 21, 42
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 0, 16, 32
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 0, 21, 42
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 0, 43, 86
Benchmarks/FeatureModels/m5272c3.cnf, 0, 10, 20
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 0, 13, 26
Benchmarks/10.sk_1_46.cnf, 0, 26, 52
Benchmarks/FeatureModels/phycore229x.cnf, 0, 14, 28
Benchmarks/FeatureModels/sam7ex256.cnf, 0, 9, 18
Benchmarks/FeatureModels/ea2468.cnf, 0, 14, 28
Benchmarks/27.sk_3_32.cnf, 0, 35, 70
Benchmarks/UserServiceImpl.sk_8_32.cnf, 0, 19, 38
Benchmarks/FeatureModels/excalibur_arm9.cnf, 0, 13, 26
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 0, 84, 168
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 0, 37, 74
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 0, 96, 192
Benchmarks/FeatureModels/cq7708.cnf, 0, 15, 30
Benchmarks/FMEasy/fiasco.cnf, 0, 8, 16
Benchmarks/PhaseService.sk_14_27.cnf, 0, 25, 50
Benchmarks/ActivityService.sk_11_27.cnf, 0, 25, 50
Benchmarks/FeatureModels/sh7708.cnf, 0, 20, 40
Benchmarks/IterationService.sk_12_27.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 0, 84, 168
Benchmarks/Blasted_Real/blasted_case49.cnf, 0, 55, 110
Benchmarks/ActivityService2.sk_10_27.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 0, 80, 160
Benchmarks/111.sk_2_36.cnf, 0, 40, 80
Benchmarks/FeatureModels/innovator.cnf, 0, 12, 24
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 0, 19, 38
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 0, 25, 50
Benchmarks/FeatureModels/smdk2410.cnf, 0, 14, 28
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 0, 27, 54
Benchmarks/53.sk_4_32.cnf, 0, 32, 64
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 0, 37, 74
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 0, 42, 84
Benchmarks/FeatureModels/integrator_arm9.cnf, 0, 10, 20
Benchmarks/FeatureModels/aaed2000.cnf, 0, 9, 18
Benchmarks/FeatureModels/hs7729pci.cnf, 0, 13, 26
Benchmarks/FeatureModels/se77x9.cnf, 0, 8, 16
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 0, 51, 102
Benchmarks/55.sk_3_46.cnf, 0, 55, 110
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 0, 28, 56
Benchmarks/ProjectService3.sk_12_55.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 0, 48, 96
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 0, 60, 120
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 0, 48, 96
Benchmarks/109.sk_4_36.cnf, 0, 21, 42
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 0, 48, 96
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 0, 25, 50
Benchmarks/32.sk_4_38.cnf, 0, 24, 48
Benchmarks/FMEasy/uClinux.cnf, 2.00000000, 2, 2
Benchmarks/51.sk_4_38.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 0, 32, 64
Benchmarks/Blasted_Real/blasted_case142.cnf, 0, 77, 154
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 0, 32, 64
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 0, 32, 64
Benchmarks/V7/s5378a_7_4.cnf, 0, 42, 84
